Index,recession_score,military_score,pandemic_score
1997-12-31,-0.14024442887878788,-0.15521982908248902,-0.07223087549209593
1998-01-31,-0.1651794766344086,0.0,-0.1681799292564392
1998-02-28,-0.22065913933802817,-0.338495671749115,0.13682454824447632
1998-03-31,-0.162953244375,-0.2360395789146423,0.0
1998-04-30,-0.07100652187719297,-0.4130170941352844,
1998-05-31,-0.10415991122784811,-0.06665811859644376,-0.3975938558578491
1998-06-30,-0.2644082544953271,-0.41614610453446704,0.18163686990737915
1998-07-31,-0.3179645814949495,-0.28990641236305237,0.2598063349723816
1998-08-31,-0.33270570387288134,-0.25597885251045227,0.0
1998-09-30,-0.299445071992126,0.032087355852127075,0.0
1998-10-31,0.008551963556962023,-0.17066151897112528,-0.45035518407821656
1998-11-30,-0.3806956465813953,-0.20948660373687744,0.0
1998-12-31,-0.3205299821025641,-0.27377648213330436,-0.8780699372291565
1999-01-31,-0.18249413225000002,-0.17361432313919067,-0.157089630762736
1999-02-28,-0.14577373103191488,-0.5151742100715637,0.0
1999-03-31,-0.12639096844444445,-0.21178852805965825,0.236763596534729
1999-04-30,-0.10609150457407407,-0.09265621674471888,
1999-05-31,-0.1001893454,-0.3611494116485119,0.0
1999-06-30,-0.127418333278481,0.10551364719867706,-0.3207093874613444
1999-07-31,-0.24105294494594592,-0.24785632226202223,0.0
1999-08-31,-0.17101244449333333,-0.19782244733401708,
1999-09-30,-0.10101177817543859,-0.11923015117645264,0.0
1999-10-31,-0.0834029862,-0.41064031918843585,0.255501667658488
1999-11-30,-0.13272675303846151,0.1390292247136434,0.0
1999-12-31,-0.12074354034567902,-0.4731586426496506,0.0
2000-01-31,-0.1352662392631579,-0.2503782153129578,
2000-02-29,-0.1685469645283019,-0.18070122102896372,0.0
2000-03-31,-0.155856567875,-0.05358931422233582,-0.4164537191390991
2000-04-30,-0.07366111408571428,0.21782848238945007,0.0
2000-05-31,0.0044079129830508525,-0.10438605149586995,-0.2059086263179779
2000-06-30,0.058335754235294114,-0.2143782377243042,-0.4871748387813568
2000-07-31,-0.06708119807499999,-0.824763834476471,0.17649998664855956
2000-08-31,-0.10296880670967742,-0.22450129191080728,0.13248437643051147
2000-09-30,-0.09194827159210527,0.10682666301727295,-0.10861525932947795
2000-10-31,-0.08441148543283582,-0.4133638069033623,-0.41031837463378906
2000-11-30,-0.37298996282758623,-0.1237131416797638,-0.3929482102394104
2000-12-31,-0.14972659739873417,0.0,-0.3115844627221425
2001-01-31,-0.2380647058106509,-0.07394003868103027,0.09952273539134435
2001-02-28,-0.3021518522689076,-0.1949389832360404,0.7198001146316528
2001-03-31,-0.3519590322413793,-0.4139544367790222,-0.299383540948232
2001-04-30,-0.1235797341,-0.339486688375473,-0.21460994084676108
2001-05-31,-0.23094132195348835,-0.04675474464893341,-0.03767193176529624
2001-06-30,-0.32092918466666664,-0.26853636900583905,0.06539660963145169
2001-07-31,-0.24599808927102804,-0.21187265830881455,0.0
2001-08-31,-0.22409812186486489,-0.5502689845032163,0.1988780697186788
2001-09-30,-0.3390596242,-0.016911658373746006,0.0
2001-10-31,-0.2984052437692308,-0.045338031649589536,-0.3721822765138414
2001-11-30,-0.2886687588333333,-0.09972637433272141,-0.13410671949386596
2001-12-31,-0.4631893290769231,-0.11031337827444077,0.08045934637387593
2002-01-31,-0.10040799696396396,0.21592947840690613,0.4592132866382599
2002-02-28,-0.22683036990849675,-0.11944424443774754,0.0
2002-03-31,-0.12484366388888889,-0.04654897935688495,0.2921394109725952
2002-04-30,-0.1341202171986755,-0.13840118050575256,-0.024107612669467912
2002-05-31,-0.16696096147916664,-0.22651116847991942,0.7753200531005859
2002-06-30,-0.3713952201142857,-0.06333811208605766,
2002-07-31,-0.289826431,-0.29551764726638796,0.0
2002-08-31,-0.40576933790624997,-0.3709664821624756,-0.28842591245969135
2002-09-30,-0.3723889191851852,-0.04439405223418926,0.0
2002-10-31,-0.21149148052083333,-0.1410411454382397,-0.6059664487838745
2002-11-30,-0.34795471933333333,-0.10301190614700317,0.127214252948761
2002-12-31,-0.24647816600000003,0.09287641843159994,0.0
2003-01-31,-0.2113833434789916,-0.10876470804214478,0.012112952195681058
2003-02-28,-0.1566294375111111,-0.05486020048459371,0.0
2003-03-31,-0.29853740057291667,-0.186074834120901,0.11589028686285019
2003-04-30,-0.12477352232954546,-0.17996673107147218,-0.1724044958750407
2003-05-31,-0.4471127304433963,0.04410341580708822,0.27358609437942505
2003-06-30,-0.3064183409135803,0.2352820255539634,-0.12323971589406331
2003-07-31,-0.30298552305194804,0.2049504518508911,0.19457387924194336
2003-08-31,-0.27215784228,-0.21517434290477208,0.41727908452351886
2003-09-30,-0.2810292434375,-0.23022849361101785,-0.21690169970194498
2003-10-31,-0.06719138502666666,-0.36127009987831116,-0.09188421368598937
2003-11-30,-0.1905261989122807,0.0733762593830333,0.4685290370668684
2003-12-31,-0.39066292012903225,-0.09334037303924561,0.015414372086524963
2004-01-31,-0.08658185325925925,-0.13846388790342543,-0.2439252510666847
2004-02-29,-0.11012126684,0.0,-0.3706315755844116
2004-03-31,-0.14010536435294116,0.05204814672470093,-0.17014514207839965
2004-04-30,-0.148941994875,0.0,-0.44418107271194457
2004-05-31,-0.22563312188888887,0.03475664258003234,0.0
2004-06-30,-0.2038449043076923,-0.14586582092138436,-0.03757621844609579
2004-07-31,-0.165209405,-0.2495203415552775,-0.21443849802017212
2004-08-31,-0.19279638181666667,-0.5022806392775642,-0.3138779103755951
2004-09-30,-0.05058196646153845,-0.22378510236740112,-0.320232179429796
2004-10-31,-0.16616471715789471,-0.513558492064476,-0.1706933905096615
2004-11-30,-0.05116406555263159,-0.2734966079394023,-0.14001582562923431
2004-12-31,-0.15593143585714286,-0.2184542864561081,-0.20306523821570657
2005-01-31,-0.18990322176,-0.09339206035320576,0.06075267706598554
2005-02-28,-0.0020274147187499987,0.0,0.0004465367112840925
2005-03-31,-0.1371516431935484,0.03961738348007202,-0.1390315855250639
2005-04-30,-0.24712776090196079,-0.1247694859137902,-0.02863291757447379
2005-05-31,-0.18760529955,-0.04132150858640671,-0.35955467489030624
2005-06-30,-0.07280761141860465,-0.08341994136571884,-0.11710149712032741
2005-07-31,-0.16363644539130434,-0.014418167727334159,-0.13352694977884708
2005-08-31,-0.1612381453846154,-0.11968186071940831,0.01705651357769966
2005-09-30,-0.24168835666666666,0.0,-0.1974839040866265
2005-10-31,0.015600696826086958,0.0,-0.17885537201263865
2005-11-30,-0.26985848159523806,-0.23805687102404507,-0.09432247597559364
2005-12-31,-0.18733835545945945,-0.07402156699787486,-0.06535261694122763
2006-01-31,-0.13087075325806452,-0.08295706907908122,-0.03204723012944063
2006-02-28,-0.23156400881967212,-0.4554337950853201,-0.07816956602797216
2006-03-31,-0.15177744185245903,-0.3023558673651322,-0.10895511543894389
2006-04-30,-0.16831900737142858,-0.27378172565389564,-0.24414247671763104
2006-05-31,-0.23080108911764705,-0.17729697496660293,-0.14190717517061435
2006-06-30,-0.3013550313018868,-0.4000368055069085,-0.22746864997822305
2006-07-31,-0.16069139615789474,-0.4454907447394758,-0.006147348880767826
2006-08-31,-0.16695930819354837,-0.3583317594281558,-0.13101171813112625
2006-09-30,-0.25539475681355933,-0.24768695523661952,-0.17905948813571487
2006-10-31,-0.2659827793294118,0.0017167685123590322,-0.22499831716219584
2006-11-30,-0.1294030896857143,-0.25835624166897364,-0.19173721693180226
2006-12-31,-0.004184075573529411,-0.3103045761585236,-0.2703744908173879
2007-01-31,-0.31388305864,-0.3599629039349763,-0.2867479486898942
2007-02-28,-0.37480063478666664,-0.17458918193976083,-0.38560118960837525
2007-03-31,-0.34778865079591836,-0.36786091700196266,-0.29277767824090045
2007-04-30,-0.10107097728333334,-0.13982571448598588,-0.3266531066461043
2007-05-31,-0.28678296088679245,-0.21763356402516365,-0.06522292229864332
2007-06-30,-0.3792120840652174,-0.4744629528787401,-0.15283900168206957
2007-07-31,-0.303570871375,-0.2176145315170288,-0.34737126901745796
2007-08-31,-0.18758873010185187,-0.31352074707255645,-0.35478316992521286
2007-09-30,-0.2407318727184466,-0.4439592570066452,-0.24987429922277277
2007-10-31,-0.25466042978750003,-0.22319539026780563,0.08806309103965758
2007-11-30,-0.3569875529752066,-0.1501429279645284,-0.2173132403143521
2007-12-31,-0.06904724651578946,0.0,-0.35344334159578594
2008-01-31,-0.23679591505769232,-0.0076313018798828125,-0.014316542582078413
2008-02-29,-0.3359902308169014,-0.5103908731387212,-0.5586868127187093
2008-03-31,-0.18400276272340427,-0.4225323902022454,-0.27032566987551176
2008-04-30,-0.4502209114583333,-0.20371873332903936,-0.17608535289764404
2008-05-31,-0.15950327276744186,-0.34454112946987153,0.06105842192967733
2008-06-30,-0.1987295624318182,-0.1248884828467118,0.0
2008-07-31,-0.4425892746511628,0.0,-0.46237088101250784
2008-08-31,-0.1244457320181818,-0.2332435790882554,-0.22401874661445617
2008-09-30,-0.37025314140000004,-0.045141680085140724,-0.11772142989294869
2008-10-31,-0.4148440678484849,-0.5573157336976793,0.1358992372240339
2008-11-30,-0.18640125961111112,-0.4744576161557978,-0.04307748079299928
2008-12-31,-0.31165359972,-0.2115308858197311,-0.21402986560549056
2009-01-31,-0.2561437367958861,-0.44342539325738567,-0.2906820263181414
2009-02-28,-0.33376726142424246,-0.514982703484987,-0.018512630462646486
2009-03-31,-0.2691621170909091,-0.3214948574701945,-0.33548837900161743
2009-04-30,-0.318921564125,-0.1718194163762606,-0.1796308419805892
2009-05-31,-0.20436120165909089,-0.18350186347961422,-0.2710281587386316
2009-06-30,-0.2219262028421053,-0.11944952607154846,-0.21926682135638068
2009-07-31,-0.2852866482051282,-0.18864050176408556,-0.19827392586955317
2009-08-31,-0.4317370452692308,-0.31214038079435175,-0.17877294258637863
2009-09-30,-0.3483956179272727,-0.21734883026643234,-0.12022271120187009
2009-10-31,-0.3258937836,-0.26809111982584,-0.2398653691229613
2009-11-30,-0.2495316861818182,-0.2566801905632019,-0.4062912091612816
2009-12-31,-0.34269849704166666,-0.08640646934509277,-0.07122156396508217
2010-01-31,-0.2051598586,0.3606078624725342,0.034010887145996094
2010-02-28,-0.17953105132242989,-0.2571180760860443,-0.4848770871758461
2010-03-31,-0.14546030508333332,0.0,-0.12671285016196115
2010-04-30,-0.14254156486885244,0.0,0.10749948769807816
2010-05-31,-0.25306289016216216,-0.6764349085944039,-0.38208798928694293
2010-06-30,-0.40941110436734696,-0.24267223477363586,-0.1386171919958932
2010-07-31,-0.29905715696428575,-0.28659436919472436,-0.05209179520606995
2010-08-31,-0.13362769804918034,-0.20389951978410994,-0.474522602558136
2010-09-30,-0.20305660797959185,0.0,-0.16057827075322467
2010-10-31,-0.2767474298372093,0.16695646047592164,-0.28408827582995094
2010-11-30,-0.02764463007017544,-0.30717241019010544,-0.1212842572819103
2010-12-31,-0.043901000742857146,-0.2905407335077013,-0.2257205673626491
2011-01-31,-0.1836461638449198,-0.03035258005062739,0.043462356925010694
2011-02-28,-0.17903490420863308,-0.15927159786224365,-0.4114945964379744
2011-03-31,-0.1398279784513889,-0.2720175087451935,-0.3157412111759186
2011-04-30,-0.20268586108280254,-0.6220558087031046,-0.37691138982772826
2011-05-31,-0.2789194801052632,-0.2867751220862071,0.0
2011-06-30,-0.15785869325,-0.18231619894504547,-0.4928984045982361
2011-07-31,-0.1397571582903226,-0.5003990232944489,-0.36435287197430927
2011-08-31,-0.111842781275,-0.2641502754254775,-0.1470452904701233
2011-09-30,-0.09450102853333334,-0.2598098069429398,-0.06537534431977705
2011-10-31,-0.3471653547142857,-0.45259660482406616,-0.07371221482753754
2011-11-30,-0.1432715105263158,-0.21615960448980331,0.1534319818019867
2011-12-31,-0.1188167803030303,-0.4337586760520935,-0.26236169868045384
2012-01-31,-0.10300826161931818,0.0,-0.07727824813789791
2012-02-29,-0.12844138530555557,-0.5295152842998505,-0.627842128276825
2012-03-31,-0.19395511852380953,-0.37876092195510863,-0.22657267613844437
2012-04-30,-0.24336927010191084,-0.33758334602628437,0.05345975607633591
2012-05-31,-0.2290817671594203,-0.23742954432964325,-0.17456318272484672
2012-06-30,-0.32615680199999997,-0.5055431425571442,0.15547380447387696
2012-07-31,-0.2480446953255814,0.17862276236216226,0.1041176782713996
2012-08-31,-0.034158518730769236,-0.3360937067440578,-0.36496957143147785
2012-09-30,0.04785836754,-0.5834097415208817,-0.20228874021106297
2012-10-31,0.1186689401860465,-0.3711051568388939,-0.047288206219673154
2012-11-30,-0.2727177164285714,-0.18128611853248194,-0.1866688302585057
2012-12-31,-0.18156844246666665,-0.03503786453178951,0.4696533977985382
2013-01-31,-0.08310800910344827,-0.2897027850151062,-0.2941201829484531
2013-02-28,-0.16622394713071895,-0.13596594333648682,0.02625117131641933
2013-03-31,-0.14217026655483872,0.18715691566467288,-0.1880825161933899
2013-04-30,-0.26175139338410597,-0.18872231990098953,-0.05800185962156816
2013-05-31,-0.12247604075163399,-0.45292482276757556,0.018600816528002422
2013-06-30,-0.13054466688235294,-0.39250366687774657,0.012818992137908953
2013-07-31,-0.26005126339130435,0.5821800629297892,-0.4987587213516235
2013-08-31,-0.23146674617073174,-0.047385680675506595,-0.32129654884338377
2013-09-30,-0.17403924462068965,-0.26113743441445486,-0.07078157578195844
2013-10-31,-0.22968508359259257,-0.33744330406188966,-0.21591416001319885
2013-11-30,-0.13771523062500002,-0.34656721353530884,-0.06170047180993216
2013-12-31,-0.21272545085294117,-0.5306899845600128,-0.08664137125015259
2014-01-31,-0.0414639957768595,-0.28174344450235367,-0.15988359848658243
2014-02-28,-0.1205309944074074,-0.3384837806224823,-0.3030131384730339
2014-03-31,-0.2280469438623853,-0.2873468363689164,0.0
2014-04-30,-0.13587554922807019,-0.21865604204290054,-0.23126772542794546
2014-05-31,-0.2755994396571429,-0.13538419102367602,-0.2763163447380066
2014-06-30,-0.19690921589516128,-0.2755269929766655,-0.13677534129884508
2014-07-31,-0.2745067982727273,-0.4940107776360078,-0.6248286714156469
2014-08-31,-0.16795254922222222,-0.20321552131486975,-0.2782499725403993
2014-09-30,-0.1332807355,-0.0377100832760334,-0.16241375605265299
2014-10-31,-0.29447703305263156,-0.1798180341720581,-0.23258167842160102
2014-11-30,-0.092045275125,-0.1558474898338318,-0.29665458775483644
2014-12-31,-0.1651401483170732,-0.1927962601184845,-0.05556756854057312
2015-01-31,-0.18067035935576922,-0.1918049911657969,-0.07731771071751913
2015-02-28,-0.10951174041573034,-0.3624674399693807,-0.15795008575215058
2015-03-31,-0.17526096300000002,0.012019263846533644,-0.14137289353779384
2015-04-30,-0.15214050974025975,-0.18214426121928476,-0.019598901271820075
2015-05-31,-0.1409193067159091,0.004199764558247158,-0.18374919577648766
2015-06-30,-0.12520964996511627,-0.21341118837396303,-0.33529528776804607
2015-07-31,-0.14501965258163266,0.042929103741279014,-0.15950369834899902
2015-08-31,-0.22465603037837836,-0.24328221293056712,-0.30200204253196716
2015-09-30,-0.33077789567605637,-0.26415369440527525,-0.07877188920974731
2015-10-31,-0.22991841776344088,-0.3930584537355523,-0.18210771083831787
2015-11-30,-0.10860949051388889,-0.1860769849557143,-0.09547640518708662
2015-12-31,-0.2348056708,-0.02922284177371434,-0.1395613431930542
2016-01-31,-0.25586762297169807,0.031483088220868795,-0.3094606953007834
2016-02-29,-0.16741598261538462,-0.13141478869048032,-0.016113340854644782
2016-03-31,-0.17307531055072461,-0.48324447870254517,-0.24503621459007263
2016-04-30,-0.2751012031363636,0.020842502514521282,-0.42580333948135374
2016-05-31,-0.26182206023595506,-0.30239272117614746,0.1451455517248674
2016-06-30,-0.2592108344489796,-0.18761093417803446,0.04731842449733191
2016-07-31,-0.1154407158051948,-0.414718692501386,0.0
2016-08-31,-0.10763361071232877,-0.36444801092147827,-0.22611967187661391
2016-09-30,-0.1000327192987013,-0.22364560457376334,0.04888481360215408
2016-10-31,-0.22175604376923078,-0.1001489982008934,0.07603780428568523
2016-11-30,-0.18887475403896106,-0.3713688403367996,-0.11624573809759957
2016-12-31,-0.10457703175555556,-0.23178314812043133,-0.38890038430690765
2017-01-31,-0.211099044421875,-0.2159331887960434,-0.23160857955614725
2017-02-28,-0.23501945333333335,-0.3027463033795357,-0.005790988604227702
2017-03-31,-0.10426574274193548,-0.18697922428448996,-0.033775633031671706
2017-04-30,-0.21291181088000002,-0.22821725606918336,-0.24902822573979697
2017-05-31,-0.20681668954666668,0.009510990232229233,-0.2414795532822609
2017-06-30,-0.23734200573076925,-0.5443501889705658,-0.250808318456014
2017-07-31,-0.27875078810909093,-0.2211111585299174,-0.16631552577018738
2017-08-31,-0.06052185891428571,-0.08472065303636633,-0.1696949601173401
2017-09-30,-0.06991278365957447,-0.35013383626937866,-0.17825387914975485
2017-10-31,-0.09821643944642856,-0.0545080304145813,-0.09880784485075209
2017-11-30,-0.11945055802083333,-0.29883608647755217,-0.32287973165512085
2017-12-31,-0.2655839887037037,-0.07140339272362847,-0.1457483355815594
2018-01-31,-0.11172920337142858,-0.3457293893609728,-0.10404466920428806
2018-02-28,-0.1920086185,-0.17931845188140869,-0.025478668510913835
2018-03-31,-0.3004137020135135,-0.2315064177793615,-0.39518649131059647
2018-04-30,-0.19899660774999997,-0.29469410621601605,-0.2858224908510844
2018-05-31,-0.21039608413725489,-0.2969770377332514,-0.30564052718026297
2018-06-30,-0.13098778069135802,-0.2484800907281729,-0.4037008153067695
2018-07-31,-0.32910936063076923,-0.25588242610295614,0.0
2018-08-31,-0.2030063484126984,-0.36197730086066504,-0.3684270815415816
2018-09-30,-0.19083532373333334,-0.2240461598743092,-0.15345818599065145
2018-10-31,-0.1473543263230769,-0.5260808765888214,-0.3213439815574222
2018-11-30,-0.248980742,-0.3361511429150899,-0.19882577657699585
2018-12-31,-0.17060765372857142,0.0,-0.28790219128131866
2019-01-31,-0.27253968760714287,-0.20913923531770706,-0.33535782992839813
2019-02-28,-0.227855513968254,-0.36558838486671447,-0.19673923403024673
2019-03-31,-0.2935996322948718,-0.060288797725330696,-0.24010720650355022
2019-04-30,-0.10383345909459459,-0.29036693572998046,-0.3323762624160103
2019-05-31,-0.20573212384,-0.679308807849884,-0.5015332741396767
2019-06-30,-0.19397237969879516,-0.30977716528136157,-0.37146300077438354
2019-07-31,-0.2029635925212766,-0.23323947191238403,-0.1530211389064789
2019-08-31,-0.24487324842603553,-0.3322948400790875,-0.15673295715275934
2019-09-30,-0.38890478015730334,-0.2696890838444233,-0.14441812267670265
2019-10-31,-0.34750031955263155,-0.30357410691001196,-0.36039622500538826
2019-11-30,-0.24920094126666664,-0.18526700489661274,-0.014726650714874268
2019-12-31,-0.210040669125,-0.2709312651838575,-0.4062088086054875
2020-01-31,-0.19425065281950396,-0.31629153531651166,-0.4212440865450218
2020-02-29,-0.297927564856681,-0.17726572471506455,-0.41246568609686457
2020-03-31,-0.31381826741354807,-0.3119501769542694,-0.30797104435514405
2020-04-30,-0.2697397801111329,-0.6534047325452169,
2020-05-31,-0.32134756644566853,-0.2525012195110321,
2020-06-30,-0.31485534576048335,-0.14794266851324783,
2020-07-31,,-0.1283734611102513,
2020-08-31,,-0.1949165791273117,
2020-09-30,,-0.22582741720335825,
2020-10-31,,-0.15524184703826904,
2020-11-30,,-0.29907325335911344,
2020-12-31,,-0.36454057693481445,
2021-01-31,-0.2690936350822449,-0.5227123631371392,-0.18052309519052506
2021-02-28,-0.057164257831787794,-0.3529401421546936,
2021-03-31,-0.2285699245074521,-0.117048612007728,
2021-04-30,-0.0933788494218754,-0.3692316263914108,
2021-05-31,-0.25850372655051096,-0.04415530897676943,
2021-06-30,-0.140073025226593,-0.16067955127129188,
2021-07-31,-0.02127573706886985,-0.4848923206329346,
2021-08-31,-0.14206564935242258,-0.1320944172995431,
2021-09-30,-0.2931661282976468,-0.14256279468536376,
2021-10-31,-0.12426484908376421,0.06512881649865045,
2021-11-30,-0.19028663209506444,-0.5848813917901781,
2021-12-31,-0.3307506351367287,-0.1650193092368898,
2022-01-31,-0.12235504006728148,-0.1990594044327736,-0.202486725628376
2022-02-28,-0.23359544210963779,-0.27541955813117647,
2022-03-31,-0.26278210431337357,-0.24018020438783952,
2022-04-30,-0.3160009781519572,-0.18589833715269644,
2022-05-31,-0.3327923774719238,-0.12746395419041315,
2022-06-30,-0.2791821306020441,-0.11776759847998619,
2022-07-31,-0.23641217617214028,-0.2828728248333109,
2022-08-31,-0.19293547540903092,-0.3629007935523987,
