"Country or Area","Year","Unit","Value","Value Footnotes"
"Malaysia","1995","Thousand metric tons","112",""
"Mexico","2016","Thousand metric tons","4437",""
"Mexico","2015","Thousand metric tons","3186",""
"Mexico","2014","Thousand metric tons","1952",""
"Mexico","2013","Thousand metric tons","2122",""
"Mexico","2012","Thousand metric tons","2096",""
"Mexico","2011","Thousand metric tons","5800",""
"Mexico","2010","Thousand metric tons","4057",""
"Mexico","2009","Thousand metric tons","3248",""
"Mexico","2008","Thousand metric tons","4057",""
"Mexico","2007","Thousand metric tons","4330",""
"Mexico","2006","Thousand metric tons","4161",""
"Mexico","2005","Thousand metric tons","3534",""
"Mexico","2004","Thousand metric tons","4156",""
"Mexico","2003","Thousand metric tons","3463",""
"Mexico","2002","Thousand metric tons","1746",""
"Mexico","2001","Thousand metric tons","2126",""
"Mexico","2000","Thousand metric tons","2214",""
"Mexico","1999","Thousand metric tons","1947",""
"Mexico","1998","Thousand metric tons","2141",""
"Mexico","1997","Thousand metric tons","1906",""
"Mexico","1996","Thousand metric tons","1712",""
"Mexico","1995","Thousand metric tons","1645",""
"Mongolia","2016","Thousand metric tons","28850.59",""
"Mongolia","2015","Thousand metric tons","18450.59",""
"Mongolia","2014","Thousand metric tons","19214.59",""
"Mongolia","2013","Thousand metric tons","23793.09",""
"Mongolia","2012","Thousand metric tons","23124.19",""
"Mongolia","2011","Thousand metric tons","26961.59",""
"Mongolia","2010","Thousand metric tons","19439.4",""
"Mongolia","2009","Thousand metric tons","9593.5",""
"Mongolia","2008","Thousand metric tons","5228",""
"Mongolia","2007","Thousand metric tons","4665",""
"Mongolia","2006","Thousand metric tons","3653",""
"Mongolia","2005","Thousand metric tons","3176",""
"Mongolia","2004","Thousand metric tons","1120",""
"Mongolia","2003","Thousand metric tons","924",""
"Mongolia","2002","Thousand metric tons","922",""
"Mongolia","2001","Thousand metric tons","855",""
"Mongolia","2000","Thousand metric tons","833",""
"Mongolia","1999","Thousand metric tons","892",""
"Mongolia","1998","Thousand metric tons","989",""
"Mongolia","1997","Thousand metric tons","1171",""
"Mongolia","1996","Thousand metric tons","1380","2"
"Mongolia","1995","Thousand metric tons","1290",""
"Morocco","2002","Thousand metric tons","0",""
"Morocco","2001","Thousand metric tons","2",""
"Morocco","2000","Thousand metric tons","31",""
"Morocco","1999","Thousand metric tons","129",""
"Morocco","1998","Thousand metric tons","269",""
"Morocco","1997","Thousand metric tons","376",""
"Morocco","1996","Thousand metric tons","506",""
"Morocco","1995","Thousand metric tons","650",""
"Mozambique","2016","Thousand metric tons","5462.2",""
"Mozambique","2015","Thousand metric tons","6600.29",""
"Mozambique","2014","Thousand metric tons","6331.58",""
"Mozambique","2013","Thousand metric tons","5991.75",""
"Mozambique","2012","Thousand metric tons","4530",""
"Mozambique","2011","Thousand metric tons","617",""
"Mozambique","2010","Thousand metric tons","38",""
"Mozambique","2009","Thousand metric tons","38",""
"Mozambique","2008","Thousand metric tons","38",""
"Mozambique","2007","Thousand metric tons","24",""
"Mozambique","2006","Thousand metric tons","41",""
"Mozambique","2005","Thousand metric tons","3",""
"Mozambique","2004","Thousand metric tons","17",""
"Mozambique","2003","Thousand metric tons","37",""
"Mozambique","2002","Thousand metric tons","44",""
"Mozambique","2001","Thousand metric tons","28",""
"Mozambique","2000","Thousand metric tons","24",""
"Mozambique","1999","Thousand metric tons","21",""
"Mozambique","1998","Thousand metric tons","18",""
"Mozambique","1997","Thousand metric tons","18","2"
"Mozambique","1996","Thousand metric tons","20","2"
"Mozambique","1995","Thousand metric tons","38","2"
"Myanmar","2016","Thousand metric tons","549.9","4"
"Myanmar","2015","Thousand metric tons","419.89","4"
"Myanmar","2014","Thousand metric tons","532.59","4"
"Myanmar","2013","Thousand metric tons","565.2","4"
"Myanmar","2012","Thousand metric tons","790.4","4"
"Myanmar","2011","Thousand metric tons","732.5","4"
"Myanmar","2010","Thousand metric tons","555.79","4"
"Myanmar","2009","Thousand metric tons","235","4"
"Myanmar","2008","Thousand metric tons","245","4"
"Myanmar","2007","Thousand metric tons","310","4"
"Myanmar","2006","Thousand metric tons","352","4"
"Myanmar","2005","Thousand metric tons","202","4"
"Myanmar","2004","Thousand metric tons","230","4"
"Myanmar","2003","Thousand metric tons","170","4"
"Myanmar","2002","Thousand metric tons","450","4"
"Myanmar","2001","Thousand metric tons","554","4"
"Myanmar","2000","Thousand metric tons","468","4"
"Myanmar","1999","Thousand metric tons","105","4"
"Myanmar","1998","Thousand metric tons","10","4"
"Myanmar","1997","Thousand metric tons","10","4"
"Myanmar","1996","Thousand metric tons","9","4"
"Myanmar","1995","Thousand metric tons","12","4"
"Nepal","2016","Thousand metric tons","21",""
"Nepal","2015","Thousand metric tons","19",""
"Nepal","2014","Thousand metric tons","14.07",""
"Nepal","2013","Thousand metric tons","14.07",""
"Nepal","2012","Thousand metric tons","9.4",""
"Nepal","2011","Thousand metric tons","13.15",""
"Nepal","2010","Thousand metric tons","11.8",""
"Nepal","2009","Thousand metric tons","14.81",""
"Nepal","2008","Thousand metric tons","14.02",""
"Nepal","2007","Thousand metric tons","14","3"
"Nepal","2006","Thousand metric tons","20","3"
"Nepal","2005","Thousand metric tons","12","3"
"Nepal","2004","Thousand metric tons","9","3"
"Nepal","2003","Thousand metric tons","11","3"
"Nepal","2002","Thousand metric tons","12","3"
"Nepal","2001","Thousand metric tons","10","3"
"Nepal","2000","Thousand metric tons","17","3"
"Nepal","1999","Thousand metric tons","18","3"
"Nepal","1998","Thousand metric tons","11","3"
"Nepal","1997","Thousand metric tons","8","3"
"Nepal","1996","Thousand metric tons","6","3"
"Nepal","1995","Thousand metric tons","6","3"
"New Zealand","2016","Thousand metric tons","1205","4"
"New Zealand","2015","Thousand metric tons","1399","4"
"New Zealand","2014","Thousand metric tons","1940","4"
"New Zealand","2013","Thousand metric tons","2280","4"
"New Zealand","2012","Thousand metric tons","2277","4"
"New Zealand","2011","Thousand metric tons","2331","4"
"New Zealand","2010","Thousand metric tons","2597","4"
"New Zealand","2009","Thousand metric tons","2086","4"
"New Zealand","2008","Thousand metric tons","2393","4"
"New Zealand","2007","Thousand metric tons","2019","4"
"New Zealand","2006","Thousand metric tons","2769","4"
"New Zealand","2005","Thousand metric tons","2544","4"
"New Zealand","2004","Thousand metric tons","2526","4"
"New Zealand","2003","Thousand metric tons","2351","4"
"New Zealand","2002","Thousand metric tons","2269","4"
"New Zealand","2001","Thousand metric tons","1896","4"
"New Zealand","2000","Thousand metric tons","1696","4"
"New Zealand","1999","Thousand metric tons","1627","4"
"New Zealand","1998","Thousand metric tons","1175","4"
"New Zealand","1997","Thousand metric tons","1403","4"
"New Zealand","1996","Thousand metric tons","1863","4"
"New Zealand","1995","Thousand metric tons","1702","4"
"Niger","2016","Thousand metric tons","247",""
"Niger","2015","Thousand metric tons","226",""
"Niger","2014","Thousand metric tons","262.7",""
"Niger","2013","Thousand metric tons","241.89",""
"Niger","2012","Thousand metric tons","250.89",""
"Niger","2011","Thousand metric tons","263.89",""
"Niger","2010","Thousand metric tons","237.6",""
"Niger","2009","Thousand metric tons","190.89",""
"Niger","2008","Thousand metric tons","182.89",""
"Niger","2007","Thousand metric tons","171.3",""
"Niger","2006","Thousand metric tons","176.32",""
"Niger","2005","Thousand metric tons","182.05",""
"Niger","2004","Thousand metric tons","236.58",""
"Niger","2003","Thousand metric tons","188.89",""
"Niger","2002","Thousand metric tons","182.89",""
"Niger","2001","Thousand metric tons","163.3",""
"Niger","2000","Thousand metric tons","158.19",""
"Niger","1999","Thousand metric tons","168.46",""
"Niger","1998","Thousand metric tons","181.21",""
"Niger","1997","Thousand metric tons","162.83",""
"Niger","1996","Thousand metric tons","182.02",""
"Niger","1995","Thousand metric tons","170.97",""
"Nigeria","2016","Thousand metric tons","46",""
"Nigeria","2015","Thousand metric tons","47",""
"Nigeria","2014","Thousand metric tons","46",""
"Nigeria","2013","Thousand metric tons","44",""
"Nigeria","2012","Thousand metric tons","48",""
"Nigeria","2011","Thousand metric tons","32",""
"Nigeria","2010","Thousand metric tons","38",""
"Nigeria","2009","Thousand metric tons","34",""
"Nigeria","2008","Thousand metric tons","32",""
"Nigeria","2007","Thousand metric tons","23",""
"Nigeria","2006","Thousand metric tons","8",""
"Nigeria","2005","Thousand metric tons","8",""
"Nigeria","2004","Thousand metric tons","8",""
"Nigeria","2003","Thousand metric tons","23",""
"Nigeria","2002","Thousand metric tons","43",""
"Nigeria","2001","Thousand metric tons","3",""
"Nigeria","2000","Thousand metric tons","3",""
"Nigeria","1999","Thousand metric tons","16",""
"Nigeria","1998","Thousand metric tons","12",""
"Nigeria","1997","Thousand metric tons","10",""
"Nigeria","1996","Thousand metric tons","8",""
"Nigeria","1995","Thousand metric tons","20",""
"Norway including Svalbard and Jan Mayen Islands","2016","Thousand metric tons","818",""
"Norway including Svalbard and Jan Mayen Islands","2015","Thousand metric tons","1106",""
"Norway including Svalbard and Jan Mayen Islands","2014","Thousand metric tons","1675",""
"Norway including Svalbard and Jan Mayen Islands","2013","Thousand metric tons","1855",""
"Norway including Svalbard and Jan Mayen Islands","2012","Thousand metric tons","1229",""
"Norway including Svalbard and Jan Mayen Islands","2011","Thousand metric tons","1386",""
"Norway including Svalbard and Jan Mayen Islands","2010","Thousand metric tons","1935",""
"Norway including Svalbard and Jan Mayen Islands","2009","Thousand metric tons","2641",""
"Norway including Svalbard and Jan Mayen Islands","2008","Thousand metric tons","3430",""
"Norway including Svalbard and Jan Mayen Islands","2007","Thousand metric tons","4073",""
"Norway including Svalbard and Jan Mayen Islands","2006","Thousand metric tons","2395",""
"Norway including Svalbard and Jan Mayen Islands","2005","Thousand metric tons","1471",""
"Norway including Svalbard and Jan Mayen Islands","2004","Thousand metric tons","2904",""
"Norway including Svalbard and Jan Mayen Islands","2003","Thousand metric tons","2944",""
"Norway including Svalbard and Jan Mayen Islands","2002","Thousand metric tons","2132",""
"Norway including Svalbard and Jan Mayen Islands","2001","Thousand metric tons","1788",""
"Norway including Svalbard and Jan Mayen Islands","2000","Thousand metric tons","632",""
"Norway including Svalbard and Jan Mayen Islands","1999","Thousand metric tons","404",""
"Norway including Svalbard and Jan Mayen Islands","1998","Thousand metric tons","328",""
"Norway including Svalbard and Jan Mayen Islands","1997","Thousand metric tons","386",""
"Norway including Svalbard and Jan Mayen Islands","1996","Thousand metric tons","230",""
"Norway including Svalbard and Jan Mayen Islands","1995","Thousand metric tons","292",""
"Pakistan","2016","Thousand metric tons","4165","5"
"Pakistan","2015","Thousand metric tons","4142","5"
"Pakistan","2014","Thousand metric tons","3712","5"
"Pakistan","2013","Thousand metric tons","3438","5"
"Pakistan","2012","Thousand metric tons","3179","5"
"Pakistan","2011","Thousand metric tons","3613","5"
"Pakistan","2010","Thousand metric tons","3450","5"
"Pakistan","2009","Thousand metric tons","3481","5"
"Pakistan","2008","Thousand metric tons","3738","5"
"Pakistan","2007","Thousand metric tons","4124","5"
"Pakistan","2006","Thousand metric tons","3643","5"
"Pakistan","2005","Thousand metric tons","4871","5"
"Pakistan","2004","Thousand metric tons","4587","5"
"Pakistan","2003","Thousand metric tons","3275","5"
"Pakistan","2002","Thousand metric tons","3312","5"
"Pakistan","2001","Thousand metric tons","3095","5"
"Pakistan","2000","Thousand metric tons","3168","5"
"Pakistan","1999","Thousand metric tons","3461","5"
"Pakistan","1998","Thousand metric tons","3159","5"
"Pakistan","1997","Thousand metric tons","3553","5"
"Pakistan","1996","Thousand metric tons","3638","5"
"Pakistan","1995","Thousand metric tons","3043","5"
"Peru","2016","Thousand metric tons","269",""
"Peru","2015","Thousand metric tons","252",""
"Peru","2014","Thousand metric tons","231",""
"Peru","2013","Thousand metric tons","211",""
"Peru","2012","Thousand metric tons","227",""
"Peru","2011","Thousand metric tons","183",""
"Peru","2010","Thousand metric tons","88",""
"Peru","2009","Thousand metric tons","322",""
"Peru","2008","Thousand metric tons","142",""
"Peru","2007","Thousand metric tons","112",""
"Peru","2006","Thousand metric tons","107",""
"Peru","2005","Thousand metric tons","43",""
"Peru","2004","Thousand metric tons","22",""
"Peru","2003","Thousand metric tons","16",""
"Peru","2002","Thousand metric tons","22",""
"Peru","2001","Thousand metric tons","19",""
"Peru","2000","Thousand metric tons","16",""
"Peru","1999","Thousand metric tons","21",""
"Peru","1998","Thousand metric tons","20",""
"Peru","1997","Thousand metric tons","22",""
"Peru","1996","Thousand metric tons","58",""
"Peru","1995","Thousand metric tons","143",""
"Poland","2016","Thousand metric tons","70385",""
"Poland","2015","Thousand metric tons","72176",""
"Poland","2014","Thousand metric tons","72540",""
"Poland","2013","Thousand metric tons","76466",""
"Poland","2012","Thousand metric tons","79234",""
"Poland","2011","Thousand metric tons","75668",""
"Poland","2010","Thousand metric tons","76172",""
"Poland","2009","Thousand metric tons","77478",""
"Poland","2008","Thousand metric tons","83661",""
"Poland","2007","Thousand metric tons","87406",""
"Poland","2006","Thousand metric tons","94407",""
"Poland","2005","Thousand metric tons","97110",""
"Poland","2004","Thousand metric tons","100517",""
"Poland","2003","Thousand metric tons","101659",""
"Poland","2002","Thousand metric tons","102723",""
"Poland","2001","Thousand metric tons","103280",""
"Poland","2000","Thousand metric tons","102219",""
"Poland","1999","Thousand metric tons","109322",""
"Poland","1998","Thousand metric tons","115145",""
"Poland","1997","Thousand metric tons","137129",""
"Poland","1996","Thousand metric tons","137048",""
"Poland","1995","Thousand metric tons","136190",""
"Republic of Korea","2016","Thousand metric tons","1726",""
"Republic of Korea","2015","Thousand metric tons","1764",""
"Republic of Korea","2014","Thousand metric tons","1748",""
"Republic of Korea","2013","Thousand metric tons","1815",""
"Republic of Korea","2012","Thousand metric tons","2094",""
"Republic of Korea","2011","Thousand metric tons","2084",""
"Republic of Korea","2010","Thousand metric tons","2084",""
"Republic of Korea","2009","Thousand metric tons","2519",""
"Republic of Korea","2008","Thousand metric tons","2773",""
"Republic of Korea","2007","Thousand metric tons","2886",""
"Republic of Korea","2006","Thousand metric tons","2824",""
"Republic of Korea","2005","Thousand metric tons","2832",""
"Republic of Korea","2004","Thousand metric tons","3191",""
"Republic of Korea","2003","Thousand metric tons","3298",""
"Republic of Korea","2002","Thousand metric tons","3318",""
"Republic of Korea","2001","Thousand metric tons","7634",""
"Republic of Korea","2000","Thousand metric tons","8300",""
"Republic of Korea","1999","Thousand metric tons","4197",""
"Republic of Korea","1998","Thousand metric tons","4361",""
"Republic of Korea","1997","Thousand metric tons","4514",""
"Republic of Korea","1996","Thousand metric tons","4951",""
"Republic of Korea","1995","Thousand metric tons","5720",""
"Romania","2003","Thousand metric tons","10",""
"Romania","2002","Thousand metric tons","13",""
"Romania","2001","Thousand metric tons","121",""
"Romania","2000","Thousand metric tons","281",""
"Romania","1999","Thousand metric tons","110",""
"Romania","1998","Thousand metric tons","194",""
"Romania","1997","Thousand metric tons","334",""
"Romania","1996","Thousand metric tons","322",""
"Romania","1995","Thousand metric tons","359",""
"Russian Federation","2016","Thousand metric tons","294950","2"
"Russian Federation","2015","Thousand metric tons","278033",""
"Russian Federation","2014","Thousand metric tons","264042",""
"Russian Federation","2013","Thousand metric tons","252307",""
"Russian Federation","2012","Thousand metric tons","252062",""
"Russian Federation","2011","Thousand metric tons","219288",""
"Russian Federation","2010","Thousand metric tons","222577",""
"Russian Federation","2009","Thousand metric tons","206980",""
"Russian Federation","2008","Thousand metric tons","222432",""
"Russian Federation","2007","Thousand metric tons","217878",""
"Russian Federation","2006","Thousand metric tons","210418",""
"Russian Federation","2005","Thousand metric tons","209213",""
"Russian Federation","2004","Thousand metric tons","189758",""
"Russian Federation","2003","Thousand metric tons","177435",""
"Russian Federation","2002","Thousand metric tons","163546",""
"Russian Federation","2001","Thousand metric tons","164767",""
"Russian Federation","2000","Thousand metric tons","152538",""
"Russian Federation","1999","Thousand metric tons","152442",""
"Russian Federation","1998","Thousand metric tons","140531",""
"Russian Federation","1997","Thousand metric tons","146703",""
"Russian Federation","1996","Thousand metric tons","152862",""
"Russian Federation","1995","Thousand metric tons","162411",""
"Serbia and Montenegro","2004","Thousand metric tons","72",""
"Serbia and Montenegro","2003","Thousand metric tons","54",""
"Serbia and Montenegro","2002","Thousand metric tons","70",""
"Serbia and Montenegro","2001","Thousand metric tons","70",""
"Serbia and Montenegro","2000","Thousand metric tons","92",""
"Serbia and Montenegro","1999","Thousand metric tons","50",""
"Serbia and Montenegro","1998","Thousand metric tons","105",""
"Serbia and Montenegro","1997","Thousand metric tons","93",""
"Serbia and Montenegro","1996","Thousand metric tons","78",""
"Serbia and Montenegro","1995","Thousand metric tons","71",""
"South Africa","2016","Thousand metric tons","255309",""
"South Africa","2015","Thousand metric tons","255425",""
"South Africa","2014","Thousand metric tons","260540",""
"South Africa","2013","Thousand metric tons","256282",""
"South Africa","2012","Thousand metric tons","258575",""
"South Africa","2011","Thousand metric tons","252757",""
"South Africa","2010","Thousand metric tons","254522",""
"South Africa","2009","Thousand metric tons","249489",""
"South Africa","2008","Thousand metric tons","250006",""
"South Africa","2007","Thousand metric tons","247666",""
"South Africa","2006","Thousand metric tons","244775",""
"South Africa","2005","Thousand metric tons","244986",""
"South Africa","2004","Thousand metric tons","242822",""
"South Africa","2003","Thousand metric tons","238751",""
"South Africa","2002","Thousand metric tons","220213",""
"South Africa","2001","Thousand metric tons","223560",""
"South Africa","2000","Thousand metric tons","224199",""
"South Africa","1999","Thousand metric tons","223514",""
"South Africa","1998","Thousand metric tons","222977",""
"South Africa","1997","Thousand metric tons","220073",""
"South Africa","1996","Thousand metric tons","206362",""
"South Africa","1995","Thousand metric tons","206211",""
"Spain","2016","Thousand metric tons","1070",""
"Spain","2015","Thousand metric tons","1747",""
"Spain","2014","Thousand metric tons","2669",""
"Spain","2013","Thousand metric tons","2542",""
"Spain","2012","Thousand metric tons","3910",""
"Spain","2011","Thousand metric tons","4262",""
"Spain","2010","Thousand metric tons","5986",""
"Spain","2009","Thousand metric tons","6952",""
"Spain","2008","Thousand metric tons","7314",""
"Spain","2007","Thousand metric tons","7873",""
"Spain","2006","Thousand metric tons","8353",""
"Spain","2005","Thousand metric tons","8548",""
"Spain","2004","Thousand metric tons","8911",""
"Spain","2003","Thousand metric tons","9406",""
"Spain","2002","Thousand metric tons","9752",""
"Spain","2001","Thousand metric tons","10456",""
"Spain","2000","Thousand metric tons","11317",""
"Spain","1999","Thousand metric tons","11756",""
"Spain","1998","Thousand metric tons","12452",""
"Spain","1997","Thousand metric tons","13861",""
"Spain","1996","Thousand metric tons","13252",""
"Spain","1995","Thousand metric tons","13435",""
"Eswatini","2016","Thousand metric tons","96.8","2"
"Eswatini","2015","Thousand metric tons","86.59","2"
"Eswatini","2014","Thousand metric tons","132.64",""
"Eswatini","2013","Thousand metric tons","127","2"
"Eswatini","2012","Thousand metric tons","250","2"
"Eswatini","2011","Thousand metric tons","140","2"
"Eswatini","2010","Thousand metric tons","120","2"
"Eswatini","2009","Thousand metric tons","400","2"
"Eswatini","2008","Thousand metric tons","450","2"
"Eswatini","2007","Thousand metric tons","462","2"
"Eswatini","2006","Thousand metric tons","444","2"
"Eswatini","2005","Thousand metric tons","451",""
"Eswatini","2004","Thousand metric tons","488",""
"Eswatini","2003","Thousand metric tons","449",""
"Eswatini","2002","Thousand metric tons","424",""
"Eswatini","2001","Thousand metric tons","315",""
"Eswatini","2000","Thousand metric tons","378",""
"Eswatini","1999","Thousand metric tons","441.82",""
"Eswatini","1998","Thousand metric tons","341.18","2"
"Eswatini","1997","Thousand metric tons","341.18","2"
"Eswatini","1996","Thousand metric tons","129",""
"Eswatini","1995","Thousand metric tons","171",""
"Tajikistan","2016","Thousand metric tons","1274.9",""
"Tajikistan","2015","Thousand metric tons","985",""
"Tajikistan","2014","Thousand metric tons","822",""
"Tajikistan","2013","Thousand metric tons","482",""
"Tajikistan","2012","Thousand metric tons","318.39",""
"Tajikistan","2011","Thousand metric tons","175.8",""
"Tajikistan","2010","Thousand metric tons","141.19",""
"Tajikistan","2009","Thousand metric tons","143.89",""
"Tajikistan","2008","Thousand metric tons","165.8",""
"Tajikistan","2007","Thousand metric tons","154.6",""
"Tajikistan","2006","Thousand metric tons","82",""
"Tajikistan","2005","Thousand metric tons","84",""
"Tajikistan","2004","Thousand metric tons","78",""
"Tajikistan","2003","Thousand metric tons","46.5",""
"Tajikistan","2002","Thousand metric tons","35.5",""
"Tajikistan","2001","Thousand metric tons","24.2",""
"Tajikistan","2000","Thousand metric tons","9",""
"Tajikistan","1999","Thousand metric tons","8",""
"Tajikistan","1998","Thousand metric tons","8",""
"Tajikistan","1997","Thousand metric tons","6",""
"Tajikistan","1996","Thousand metric tons","0",""
"Tajikistan","1995","Thousand metric tons","14",""
"Thailand","1999","Thousand metric tons","0",""
"Thailand","1998","Thousand metric tons","0",""
"Thailand","1997","Thousand metric tons","0",""
"Thailand","1996","Thousand metric tons","3",""
"Thailand","1995","Thousand metric tons","5",""
"Turkey","2016","Thousand metric tons","1313",""
"Turkey","2015","Thousand metric tons","1435",""
"Turkey","2014","Thousand metric tons","1821",""
"Turkey","2013","Thousand metric tons","1968",""
"Turkey","2012","Thousand metric tons","2292",""
"Turkey","2011","Thousand metric tons","2619",""
"Turkey","2010","Thousand metric tons","2524",""
"Turkey","2009","Thousand metric tons","2864",""
"Turkey","2008","Thousand metric tons","2601",""
"Turkey","2007","Thousand metric tons","2462",""
"Turkey","2006","Thousand metric tons","2319",""
"Turkey","2005","Thousand metric tons","2170",""
"Turkey","2004","Thousand metric tons","1946",""
"Turkey","2003","Thousand metric tons","2059",""
"Turkey","2002","Thousand metric tons","2319",""
"Turkey","2001","Thousand metric tons","2494",""
"Turkey","2000","Thousand metric tons","2392",""
"Turkey","1999","Thousand metric tons","1990",""
"Turkey","1998","Thousand metric tons","2156",""
"Turkey","1997","Thousand metric tons","2513",""
"Turkey","1996","Thousand metric tons","2441",""
"Turkey","1995","Thousand metric tons","2248",""
"Ukraine","2016","Thousand metric tons","31631",""
"Ukraine","2015","Thousand metric tons","29917",""
"Ukraine","2014","Thousand metric tons","45932",""
"Ukraine","2013","Thousand metric tons","64427",""
"Ukraine","2012","Thousand metric tons","65705",""
"Ukraine","2011","Thousand metric tons","62684",""
"Ukraine","2010","Thousand metric tons","54952",""
"Ukraine","2009","Thousand metric tons","54977",""
"Ukraine","2008","Thousand metric tons","59464",""
"Ukraine","2007","Thousand metric tons","58752",""
"Ukraine","2006","Thousand metric tons","61439",""
"Ukraine","2005","Thousand metric tons","60040",""
"Ukraine","2004","Thousand metric tons","59129",""
"Ukraine","2003","Thousand metric tons","63742",""
"Ukraine","2002","Thousand metric tons","60794",""
"Ukraine","2001","Thousand metric tons","60878",""
"Ukraine","2000","Thousand metric tons","61601",""
"Ukraine","1999","Thousand metric tons","61947",""
"Ukraine","1998","Thousand metric tons","58685",""
"Ukraine","1997","Thousand metric tons","57536",""
"Ukraine","1996","Thousand metric tons","74132",""
"Ukraine","1995","Thousand metric tons","83528",""
"United Kingdom","2016","Thousand metric tons","4178","6"
"United Kingdom","2015","Thousand metric tons","8598","6"
"United Kingdom","2014","Thousand metric tons","11647","6"
"United Kingdom","2013","Thousand metric tons","12673","6"
"United Kingdom","2012","Thousand metric tons","16287","6"
"United Kingdom","2011","Thousand metric tons","17892","6"
"United Kingdom","2010","Thousand metric tons","17816","6"
"United Kingdom","2009","Thousand metric tons","17374","6"
"United Kingdom","2008","Thousand metric tons","17605","6"
"United Kingdom","2007","Thousand metric tons","16540","6"
"United Kingdom","2006","Thousand metric tons","18079","6"
"United Kingdom","2005","Thousand metric tons","20008","6"
"United Kingdom","2004","Thousand metric tons","24535","6"
"United Kingdom","2003","Thousand metric tons","27759","6"
"United Kingdom","2002","Thousand metric tons","29539","6"
"United Kingdom","2001","Thousand metric tons","31513","6"
"United Kingdom","2000","Thousand metric tons","30600","6"
"United Kingdom","1999","Thousand metric tons","36163","6"
"United Kingdom","1998","Thousand metric tons","40046","6"
"United Kingdom","1997","Thousand metric tons","46981","6"
"United Kingdom","1996","Thousand metric tons","48538","6"
"United Kingdom","1995","Thousand metric tons","51519","6"
"United Republic of Tanzania","2016","Thousand metric tons","276",""
"United Republic of Tanzania","2015","Thousand metric tons","257",""
"United Republic of Tanzania","2014","Thousand metric tons","246",""
"United Republic of Tanzania","2013","Thousand metric tons","85",""
"United Republic of Tanzania","2012","Thousand metric tons","79",""
"United Republic of Tanzania","2011","Thousand metric tons","81",""
"United Republic of Tanzania","2010","Thousand metric tons","0",""
"United Republic of Tanzania","2009","Thousand metric tons","0",""
"United Republic of Tanzania","2008","Thousand metric tons","15",""
"United Republic of Tanzania","2007","Thousand metric tons","27",""
"United Republic of Tanzania","2006","Thousand metric tons","18",""
"United Republic of Tanzania","2005","Thousand metric tons","31",""
"United Republic of Tanzania","2004","Thousand metric tons","65",""
"United Republic of Tanzania","2003","Thousand metric tons","55",""
"United Republic of Tanzania","2002","Thousand metric tons","79",""
"United Republic of Tanzania","2001","Thousand metric tons","78",""
"United Republic of Tanzania","2000","Thousand metric tons","79",""
"United Republic of Tanzania","1999","Thousand metric tons","75",""
"United Republic of Tanzania","1998","Thousand metric tons","45",""
"United Republic of Tanzania","1997","Thousand metric tons","28",""
"United Republic of Tanzania","1996","Thousand metric tons","57",""
"United Republic of Tanzania","1995","Thousand metric tons","43",""
"United States of America","2016","Thousand metric tons","294084",""
"United States of America","2015","Thousand metric tons","366929",""
"United States of America","2014","Thousand metric tons","435734",""
"United States of America","2013","Thousand metric tons","427609",""
"United States of America","2012","Thousand metric tons","441262",""
"United States of America","2011","Thousand metric tons","477706",""
"United States of America","2010","Thousand metric tons","444023",""
"United States of America","2009","Thousand metric tons","456619",""
"United States of America","2008","Thousand metric tons","504007",""
"United States of America","2007","Thousand metric tons","492757",""
"United States of America","2006","Thousand metric tons","510216",""
"United States of America","2005","Thousand metric tons","519077",""
"United States of America","2004","Thousand metric tons","510019",""
"United States of America","2003","Thousand metric tons","491395",""
"United States of America","2002","Thousand metric tons","519347",""
"United States of America","2001","Thousand metric tons","554709",""
"United States of America","2000","Thousand metric tons","522750",""
"United States of America","1999","Thousand metric tons","547939",""
"United States of America","1998","Thousand metric tons","585691",""
"United States of America","1997","Thousand metric tons","597394",""
"United States of America","1996","Thousand metric tons","576519",""
"United States of America","1995","Thousand metric tons","561067",""
"Uzbekistan","2016","Thousand metric tons","360",""
"Uzbekistan","2015","Thousand metric tons","367",""
"Uzbekistan","2014","Thousand metric tons","408",""
"Uzbekistan","2013","Thousand metric tons","199",""
"Uzbekistan","2012","Thousand metric tons","60",""
"Uzbekistan","2011","Thousand metric tons","60",""
"Uzbekistan","2010","Thousand metric tons","65",""
"Uzbekistan","2009","Thousand metric tons","101",""
"Uzbekistan","2008","Thousand metric tons","198",""
"Uzbekistan","2007","Thousand metric tons","160",""
"Uzbekistan","2006","Thousand metric tons","109",""
"Uzbekistan","2005","Thousand metric tons","73",""
"Uzbekistan","2004","Thousand metric tons","85",""
"Uzbekistan","2003","Thousand metric tons","0",""
"Uzbekistan","2002","Thousand metric tons","0",""
"Uzbekistan","2001","Thousand metric tons","0",""
"Uzbekistan","2000","Thousand metric tons","69",""
"Uzbekistan","1999","Thousand metric tons","69",""
"Uzbekistan","1998","Thousand metric tons","68",""
"Uzbekistan","1997","Thousand metric tons","59",""
"Uzbekistan","1996","Thousand metric tons","74",""
"Uzbekistan","1995","Thousand metric tons","74",""
"Venezuela (Bolivarian Republic of)","2016","Thousand metric tons","749",""
"Venezuela (Bolivarian Republic of)","2015","Thousand metric tons","830",""
"Venezuela (Bolivarian Republic of)","2014","Thousand metric tons","1200",""
"Venezuela (Bolivarian Republic of)","2013","Thousand metric tons","947",""
"Venezuela (Bolivarian Republic of)","2012","Thousand metric tons","1200",""
