Region Name,Sub-region Name,Year,Source38,Electricity
Americas,Latin America and the Caribbean,2004,Nuclear,28674
Americas,Latin America and the Caribbean,2004,Oil,180439.271460222
Americas,Latin America and the Caribbean,2004,"Solar, wind and other sources",9475.555
Americas,Latin America and the Caribbean,2005,Biofuels and waste,24685.3477775555
Americas,Latin America and the Caribbean,2005,Coal,62071.6
Americas,Latin America and the Caribbean,2005,Hydro,651237.351667
Americas,Latin America and the Caribbean,2005,Natural gas,230503.57717
Americas,Latin America and the Caribbean,2005,Nuclear,27533
Americas,Latin America and the Caribbean,2005,Oil,183236.458830556
Americas,Latin America and the Caribbean,2005,"Solar, wind and other sources",10458.0616662222
Americas,Latin America and the Caribbean,2006,Biofuels and waste,24925.7822225556
Americas,Latin America and the Caribbean,2006,Coal,65624.65
Americas,Latin America and the Caribbean,2006,Hydro,681119.338222
Americas,Latin America and the Caribbean,2006,Natural gas,250659.494281
Americas,Latin America and the Caribbean,2006,Nuclear,32311
Americas,Latin America and the Caribbean,2006,Oil,177884.632931
Americas,Latin America and the Caribbean,2006,"Solar, wind and other sources",10174.6198887778
Americas,Latin America and the Caribbean,2007,Biofuels and waste,29974.8388884444
Americas,Latin America and the Caribbean,2007,Coal,68854.6
Americas,Latin America and the Caribbean,2007,Hydro,697056.070112
Americas,Latin America and the Caribbean,2007,Natural gas,257939.226125556
Americas,Latin America and the Caribbean,2007,Nuclear,29988
Americas,Latin America and the Caribbean,2007,Oil,191797.949652222
Americas,Latin America and the Caribbean,2007,"Solar, wind and other sources",12009.5974437778
Americas,Latin America and the Caribbean,2008,Biofuels and waste,31349.2824996667
Americas,Latin America and the Caribbean,2008,Coal,61396.45
Americas,Latin America and the Caribbean,2008,Hydro,713159.760778
Americas,Latin America and the Caribbean,2008,Natural gas,293831.88579
Americas,Latin America and the Caribbean,2008,Nuclear,31103
Americas,Latin America and the Caribbean,2008,Oil,196993.243210111
Americas,Latin America and the Caribbean,2008,"Solar, wind and other sources",11938.3180001111
Americas,Latin America and the Caribbean,2009,Biofuels and waste,34375.9944441111
Americas,Latin America and the Caribbean,2009,Coal,67301.99
Americas,Latin America and the Caribbean,2009,Hydro,717697.247722
Americas,Latin America and the Caribbean,2009,Natural gas,291289.11587
Americas,Latin America and the Caribbean,2009,Nuclear,31619
Americas,Latin America and the Caribbean,2009,Oil,189172.501429667
Americas,Latin America and the Caribbean,2009,"Solar, wind and other sources",12931.2173331111
Americas,Latin America and the Caribbean,2010,Biofuels and waste,44463.2266224444
Americas,Latin America and the Caribbean,2010,Coal,75076.52
Americas,Latin America and the Caribbean,2010,Hydro,731438.615444
Americas,Latin America and the Caribbean,2010,Natural gas,322151.13161
Americas,Latin America and the Caribbean,2010,Nuclear,27573
Americas,Latin America and the Caribbean,2010,Oil,190079.619491111
Americas,Latin America and the Caribbean,2010,"Solar, wind and other sources",14730.1852213333
Americas,Latin America and the Caribbean,2011,Biofuels and waste,47347.379893
Americas,Latin America and the Caribbean,2011,Coal,79619.39
Americas,Latin America and the Caribbean,2011,Hydro,773681.910534
Americas,Latin America and the Caribbean,2011,Natural gas,334957.70973
Americas,Latin America and the Caribbean,2011,Nuclear,32119
Americas,Latin America and the Caribbean,2011,Oil,191131.527356444
Americas,Latin America and the Caribbean,2011,"Solar, wind and other sources",15769.7807212222
Americas,Latin America and the Caribbean,2012,Biofuels and waste,51613.8505163333
Americas,Latin America and the Caribbean,2012,Coal,89835.78
Americas,Latin America and the Caribbean,2012,Hydro,754745.044742
Americas,Latin America and the Caribbean,2012,Natural gas,374375.992904444
Americas,Latin America and the Caribbean,2012,Nuclear,31203
Americas,Latin America and the Caribbean,2012,Oil,210973.265153556
Americas,Latin America and the Caribbean,2012,"Solar, wind and other sources",21143.9793323333
Americas,Latin America and the Caribbean,2013,Biofuels and waste,58120.0380354444
Americas,Latin America and the Caribbean,2013,Coal,102750.57
Americas,Latin America and the Caribbean,2013,Hydro,733810.019783778
Americas,Latin America and the Caribbean,2013,Natural gas,412727.880076889
Americas,Latin America and the Caribbean,2013,Nuclear,33457
Americas,Latin America and the Caribbean,2013,Oil,203858.709283222
Americas,Latin America and the Caribbean,2013,"Solar, wind and other sources",24994.9235943333
Americas,Latin America and the Caribbean,2014,Biofuels and waste,64709.573891
Americas,Latin America and the Caribbean,2014,Coal,107648.039
Americas,Latin America and the Caribbean,2014,Hydro,726986.705116556
Americas,Latin America and the Caribbean,2014,Natural gas,426030.824525667
Americas,Latin America and the Caribbean,2014,Nuclear,30811
Americas,Latin America and the Caribbean,2014,Oil,193933.955964444
Americas,Latin America and the Caribbean,2014,"Solar, wind and other sources",36385.0456448889
Americas,Latin America and the Caribbean,2015,Biofuels and waste,68484.1869591111
Americas,Latin America and the Caribbean,2015,Coal,110413.903444444
Americas,Latin America and the Caribbean,2015,Hydro,703400.964575222
Americas,Latin America and the Caribbean,2015,Natural gas,446439.424271444
Americas,Latin America and the Caribbean,2015,Nuclear,33450
Americas,Latin America and the Caribbean,2015,Oil,192210.572502556
Americas,Latin America and the Caribbean,2015,"Solar, wind and other sources",53066.9599403333
Americas,Latin America and the Caribbean,2016,Biofuels and waste,72276.0078051111
Americas,Latin America and the Caribbean,2016,Coal,103846.133111
Americas,Latin America and the Caribbean,2016,Hydro,722213.773914
Americas,Latin America and the Caribbean,2016,Natural gas,436289.579447778
Americas,Latin America and the Caribbean,2016,Nuclear,34716
Americas,Latin America and the Caribbean,2016,Oil,185205.743657111
Americas,Latin America and the Caribbean,2016,"Solar, wind and other sources",70824.72286
Americas,Latin America and the Caribbean,2017,Biofuels and waste,75177.674398
Americas,Latin America and the Caribbean,2017,Coal,93643.509
Americas,Latin America and the Caribbean,2017,Hydro,733148.448678
Americas,Latin America and the Caribbean,2017,Natural gas,439213.86292
Americas,Latin America and the Caribbean,2017,Nuclear,32710
Americas,Latin America and the Caribbean,2017,Oil,158267.971786367
Americas,Latin America and the Caribbean,2017,"Solar, wind and other sources",84866.9414
Americas,Latin America and the Caribbean,2018,Biofuels and waste,77072.3361107778
Americas,Latin America and the Caribbean,2018,Coal,91074.514333
Americas,Latin America and the Caribbean,2018,Hydro,751302.39855
Americas,Latin America and the Caribbean,2018,Natural gas,449946.126027778
Americas,Latin America and the Caribbean,2018,Nuclear,35802
Americas,Latin America and the Caribbean,2018,Oil,161689.444683889
Americas,Latin America and the Caribbean,2018,"Solar, wind and other sources",114190.6356
Americas,Latin America and the Caribbean,2019,Biofuels and waste,81003.5194107778
Americas,Latin America and the Caribbean,2019,Coal,95412.9783333333
Americas,Latin America and the Caribbean,2019,Hydro,726276.787
Americas,Latin America and the Caribbean,2019,Natural gas,444423.878333333
Americas,Latin America and the Caribbean,2019,Nuclear,35246
Americas,Latin America and the Caribbean,2019,Oil,150867.436877272
Americas,Latin America and the Caribbean,2019,"Solar, wind and other sources",144052.0093
Americas,Northern America,1990,Biofuels and waste,90333
Americas,Northern America,1990,Coal,1781868
Americas,Northern America,1990,Hydro,585808
Americas,Northern America,1990,Natural gas,391323
Americas,Northern America,1990,Nuclear,684556
Americas,Northern America,1990,Oil,147868.000000222
Americas,Northern America,1990,"Solar, wind and other sources",19770
Americas,Northern America,1991,Biofuels and waste,59764.2
Americas,Northern America,1991,Coal,1800593
Americas,Northern America,1991,Hydro,617530
Americas,Northern America,1991,Natural gas,410852
Americas,Northern America,1991,Nuclear,734329
Americas,Northern America,1991,Oil,141984.799999667
Americas,Northern America,1991,"Solar, wind and other sources",20132
Americas,Northern America,1992,Biofuels and waste,69210.2
Americas,Northern America,1992,Coal,1831306
Americas,Northern America,1992,Hydro,591372
Americas,Northern America,1992,Natural gas,440030
Americas,Northern America,1992,Nuclear,736552
Americas,Northern America,1992,Oil,122878.800000222
Americas,Northern America,1992,"Solar, wind and other sources",20928
Americas,Northern America,1993,Biofuels and waste,65354.4
Americas,Northern America,1993,Coal,1893516
Americas,Northern America,1993,Hydro,626794
Americas,Northern America,1993,Natural gas,456299
Americas,Northern America,1993,Nuclear,740924
Americas,Northern America,1993,Oil,139610.599999889
Americas,Northern America,1993,"Solar, wind and other sources",21823
Americas,Northern America,1994,Biofuels and waste,68724.6
Americas,Northern America,1994,Coal,1899422
Americas,Northern America,1994,Hydro,614478
Americas,Northern America,1994,Natural gas,507533
Americas,Northern America,1994,Nuclear,786754
Americas,Northern America,1994,Oil,131258.4
Americas,Northern America,1994,"Solar, wind and other sources",21885
Americas,Northern America,1995,Biofuels and waste,68588.6
Americas,Northern America,1995,Coal,1919940
Americas,Northern America,1995,Hydro,674055
Americas,Northern America,1995,Natural gas,550034
Americas,Northern America,1995,Nuclear,811650
Americas,Northern America,1995,Oil,99738.4
Americas,Northern America,1995,"Solar, wind and other sources",19061
Americas,Northern America,1996,Biofuels and waste,70404.8
Americas,Northern America,1996,Coal,2015002
Americas,Northern America,1996,Hydro,732628
Americas,Northern America,1996,Natural gas,497131
Americas,Northern America,1996,Nuclear,807979
Americas,Northern America,1996,Oil,107601.2
Americas,Northern America,1996,"Solar, wind and other sources",20162
Americas,Northern America,1997,Biofuels and waste,70565.6
Americas,Northern America,1997,Coal,2075412
Americas,Northern America,1997,Hydro,709650
Americas,Northern America,1997,Natural gas,526450
Americas,Northern America,1997,Nuclear,748891
Americas,Northern America,1997,Oil,122158.4
Americas,Northern America,1997,"Solar, wind and other sources",19159
Americas,Northern America,1998,Biofuels and waste,70494.8
Americas,Northern America,1998,Coal,2113218
Americas,Northern America,1998,Hydro,654245
Americas,Northern America,1998,Natural gas,584340
Americas,Northern America,1998,Nuclear,785635
Americas,Northern America,1998,Oil,165789.2
Americas,Northern America,1998,"Solar, wind and other sources",19381
Americas,Northern America,1999,Biofuels and waste,74554.4
Americas,Northern America,1999,Coal,2126733
Americas,Northern America,1999,Hydro,647838.4
Americas,Northern America,1999,Natural gas,609345
Americas,Northern America,1999,Nuclear,845302
Americas,Northern America,1999,Oil,152272.6
Americas,Northern America,1999,"Solar, wind and other sources",21417
Americas,Northern America,2000,Biofuels and waste,79954.2
Americas,Northern America,2000,Coal,2247086
Americas,Northern America,2000,Hydro,638777.1
Americas,Northern America,2000,Natural gas,667762
Americas,Northern America,2000,Nuclear,870517
Americas,Northern America,2000,Oil,133928.8
Americas,Northern America,2000,"Solar, wind and other sources",21292.8
Americas,Northern America,2001,Biofuels and waste,73176.2
Americas,Northern America,2001,Coal,2100011
Americas,Northern America,2001,Hydro,548315.5
Americas,Northern America,2001,Natural gas,695895
Americas,Northern America,2001,Nuclear,869299
Americas,Northern America,2001,Oil,147214.766
Americas,Northern America,2001,"Solar, wind and other sources",22225.8
Americas,Northern America,2002,Biofuels and waste,79076
Americas,Northern America,2002,Coal,2157502
Americas,Northern America,2002,Hydro,642601.7
Americas,Northern America,2002,Natural gas,746267
Americas,Northern America,2002,Nuclear,880045
Americas,Northern America,2002,Oil,120829.85
Americas,Northern America,2002,"Solar, wind and other sources",27064.8
Americas,Northern America,2003,Biofuels and waste,78608.2
Americas,Northern America,2003,Coal,2195958
Americas,Northern America,2003,Hydro,643459.7
Americas,Northern America,2003,Natural gas,703242
Americas,Northern America,2003,Nuclear,862710
Americas,Northern America,2003,Oil,159415.628
Americas,Northern America,2003,"Solar, wind and other sources",29039.8
Americas,Northern America,2004,Biofuels and waste,79877.4
Americas,Northern America,2004,Coal,2191751
Americas,Northern America,2004,Hydro,639031.9
Americas,Northern America,2004,Natural gas,765910
Americas,Northern America,2004,Nuclear,903726
Americas,Northern America,2004,Oil,163132.2
Americas,Northern America,2004,"Solar, wind and other sources",32445.8
Americas,Northern America,2005,Biofuels and waste,79149.4
Americas,Northern America,2005,Coal,2254542
Americas,Northern America,2005,Hydro,660160.1
Americas,Northern America,2005,Natural gas,823774
Americas,Northern America,2005,Nuclear,902766
Americas,Northern America,2005,Oil,157807.994
Americas,Northern America,2005,"Solar, wind and other sources",38038.8
Americas,Northern America,2006,Biofuels and waste,79793.2
Americas,Northern America,2006,Coal,2220986
Americas,Northern America,2006,Hydro,670848.1
Americas,Northern America,2006,Natural gas,886972
Americas,Northern America,2006,Nuclear,914159
Americas,Northern America,2006,Oil,90853.649
Americas,Northern America,2006,"Solar, wind and other sources",48255.8
Americas,Northern America,2007,Biofuels and waste,79570.4
Americas,Northern America,2007,Coal,2219679
Americas,Northern America,2007,Hydro,643443.9
Americas,Northern America,2007,Natural gas,957168
Americas,Northern America,2007,Nuclear,930116
Americas,Northern America,2007,Oil,91763.793
Americas,Northern America,2007,"Solar, wind and other sources",57278.8
Americas,Northern America,2008,Biofuels and waste,79755.4
Americas,Northern America,2008,Coal,2226532
Americas,Northern America,2008,Hydro,659763.6
Americas,Northern America,2008,Natural gas,954243
Americas,Northern America,2008,Nuclear,933824
Americas,Northern America,2008,Oil,69216.974
Americas,Northern America,2008,"Solar, wind and other sources",79287.85
Americas,Northern America,2009,Biofuels and waste,80289.2
Americas,Northern America,2009,Coal,1971419
Americas,Northern America,2009,Hydro,667437.2245
Americas,Northern America,2009,Natural gas,993109
Americas,Northern America,2009,Nuclear,920301
Americas,Northern America,2009,Oil,62329.655
Americas,Northern America,2009,"Solar, wind and other sources",103140.81
Americas,Northern America,2010,Biofuels and waste,81782.8
Americas,Northern America,2010,Coal,2073735
Americas,Northern America,2010,Hydro,638090
Americas,Northern America,2010,Natural gas,1069752
Americas,Northern America,2010,Nuclear,929589
Americas,Northern America,2010,Oil,57315.562
Americas,Northern America,2010,"Solar, wind and other sources",132425.05
Americas,Northern America,2011,Biofuels and waste,83601.5
Americas,Northern America,2011,Coal,1950581
Americas,Northern America,2011,Hydro,720696
Americas,Northern America,2011,Natural gas,1104401
Americas,Northern America,2011,Nuclear,914994
Americas,Northern America,2011,Oil,47518.078
Americas,Northern America,2011,"Solar, wind and other sources",162318.13
Americas,Northern America,2012,Biofuels and waste,85690.8
Americas,Northern America,2012,Coal,1707834
Americas,Northern America,2012,Hydro,678971.56
Americas,Northern America,2012,Natural gas,1324970
Americas,Northern America,2012,Nuclear,895991
Americas,Northern America,2012,Oil,41197.573
Americas,Northern America,2012,"Solar, wind and other sources",189305.87
Americas,Northern America,2013,Biofuels and waste,88167.2
Americas,Northern America,2013,Coal,1777598
Americas,Northern America,2013,Hydro,682351.5
Americas,Northern America,2013,Natural gas,1215812
Americas,Northern America,2013,Nuclear,925443
Americas,Northern America,2013,Oil,45455.748
Americas,Northern America,2013,"Solar, wind and other sources",230435.99
Americas,Northern America,2014,Biofuels and waste,90649.6
Americas,Northern America,2014,Coal,1778511
Americas,Northern America,2014,Hydro,664497.36
Americas,Northern America,2014,Natural gas,1220755
Americas,Northern America,2014,Nuclear,937864
Americas,Northern America,2014,Oil,48414.45
Americas,Northern America,2014,"Solar, wind and other sources",259639.03
Americas,Northern America,2015,Biofuels and waste,89732.8
Americas,Northern America,2015,Coal,1533052
Americas,Northern America,2015,Hydro,653817.86
Americas,Northern America,2015,Natural gas,1437209
Americas,Northern America,2015,Nuclear,932097
Americas,Northern America,2015,Oil,47552.471
Americas,Northern America,2015,"Solar, wind and other sources",282886
Americas,Northern America,2016,Biofuels and waste,88925.6
Americas,Northern America,2016,Coal,1416231
Americas,Northern America,2016,Hydro,678018.91
Americas,Northern America,2016,Natural gas,1479895
Americas,Northern America,2016,Nuclear,941347
Americas,Northern America,2016,Oil,43506.622
Americas,Northern America,2016,"Solar, wind and other sources",339127
Americas,Northern America,2017,Biofuels and waste,90043.877
Americas,Northern America,2017,Coal,1381524.731
Americas,Northern America,2017,Hydro,720161.734
Americas,Northern America,2017,Natural gas,1391951.377
Americas,Northern America,2017,Nuclear,940160.365
Americas,Northern America,2017,Oil,39106.541
Americas,Northern America,2017,"Solar, wind and other sources",387695.086
Americas,Northern America,2018,Biofuels and waste,88300.878
Americas,Northern America,2018,Coal,1319055.124
Americas,Northern America,2018,Hydro,703355.02
Americas,Northern America,2018,Natural gas,1585552.51
Americas,Northern America,2018,Nuclear,942059.625
Americas,Northern America,2018,Oil,49845.011
Americas,Northern America,2018,"Solar, wind and other sources",422275.813
Americas,Northern America,2019,Biofuels and waste,84680.014
Americas,Northern America,2019,Coal,1112490.142
Americas,Northern America,2019,Hydro,690704.934
Americas,Northern America,2019,Natural gas,1707800.254
Americas,Northern America,2019,Nuclear,944527.055
Americas,Northern America,2019,Oil,42147.015
Americas,Northern America,2019,"Solar, wind and other sources",456025.315
Asia,Central Asia,1992,Coal,63367
Asia,Central Asia,1992,Hydro,38279
Asia,Central Asia,1992,Natural gas,64960
Asia,Central Asia,1992,Oil,10800
Asia,Central Asia,1993,Coal,59479
Asia,Central Asia,1993,Hydro,41195
Asia,Central Asia,1993,Natural gas,59175
Asia,Central Asia,1993,Oil,8575
Asia,Central Asia,1994,Coal,51755
Asia,Central Asia,1994,Hydro,44754
Asia,Central Asia,1994,Natural gas,51953
Asia,Central Asia,1994,Oil,6322
Asia,Central Asia,1995,Coal,50331
Asia,Central Asia,1995,Hydro,40237
Asia,Central Asia,1995,Natural gas,52228
Asia,Central Asia,1995,Oil,10187
Asia,Central Asia,1996,Coal,44904
Asia,Central Asia,1996,Hydro,40941
Asia,Central Asia,1996,Natural gas,49733
Asia,Central Asia,1996,Oil,9346
Asia,Central Asia,1997,Coal,40235
Asia,Central Asia,1997,Hydro,36928
Asia,Central Asia,1997,Natural gas,49404
Asia,Central Asia,1997,Oil,9275
Asia,Central Asia,1998,Coal,41749
Asia,Central Asia,1998,Hydro,35997
Asia,Central Asia,1998,Natural gas,48140
Asia,Central Asia,1998,Oil,9052
Asia,Central Asia,1999,Coal,36616
Asia,Central Asia,1999,Hydro,39389
Asia,Central Asia,1999,Natural gas,48708
Asia,Central Asia,1999,Oil,6877
Asia,Central Asia,2000,Coal,38706
Asia,Central Asia,2000,Hydro,41006
Asia,Central Asia,2000,Natural gas,52482
Asia,Central Asia,2000,Oil,6380
Asia,Central Asia,2001,Coal,41576.333333
Asia,Central Asia,2001,Hydro,40679
Asia,Central Asia,2001,Natural gas,54359.6666666667
Asia,Central Asia,2001,Oil,6163
Asia,Central Asia,2002,Coal,42722
Asia,Central Asia,2002,Hydro,41030
Asia,Central Asia,2002,Natural gas,56261
Asia,Central Asia,2002,Oil,6716
Asia,Central Asia,2003,Coal,48438
Asia,Central Asia,2003,Hydro,46100
Asia,Central Asia,2003,Natural gas,55778
Asia,Central Asia,2003,Oil,5835
Asia,Central Asia,2004,Coal,53202
Asia,Central Asia,2004,Hydro,47503
Asia,Central Asia,2004,Natural gas,55847
Asia,Central Asia,2004,Oil,5113
Asia,Central Asia,2005,Coal,53689
Asia,Central Asia,2005,Hydro,47715
Asia,Central Asia,2005,Natural gas,56143
Asia,Central Asia,2005,Oil,5894
Asia,Central Asia,2006,Coal,52889
Asia,Central Asia,2006,Hydro,48519
Asia,Central Asia,2006,Natural gas,59274
Asia,Central Asia,2006,Oil,9558
Asia,Central Asia,2007,Coal,59846
Asia,Central Asia,2007,Hydro,44424
Asia,Central Asia,2007,Natural gas,60196
Asia,Central Asia,2007,Oil,8309
Asia,Central Asia,2008,Coal,64934
Asia,Central Asia,2008,Hydro,44802
Asia,Central Asia,2008,Natural gas,58381
Asia,Central Asia,2008,Oil,4644
Asia,Central Asia,2009,Coal,60517
Asia,Central Asia,2009,Hydro,42375
Asia,Central Asia,2009,Natural gas,66675
Asia,Central Asia,2009,Oil,2322
Asia,Central Asia,2010,Coal,69373
Asia,Central Asia,2010,Hydro,46377
Asia,Central Asia,2010,Natural gas,62215
Asia,Central Asia,2010,Oil,1577
Asia,Central Asia,2010,"Solar, wind and other sources",4
Asia,Central Asia,2011,Coal,72995
Asia,Central Asia,2011,Hydro,48458
Asia,Central Asia,2011,Natural gas,64829
Asia,Central Asia,2011,Oil,1316
Asia,Central Asia,2011,"Solar, wind and other sources",5
Asia,Central Asia,2012,Coal,72294
Asia,Central Asia,2012,Hydro,49950
Asia,Central Asia,2012,Natural gas,71689
Asia,Central Asia,2012,Oil,1297
Asia,Central Asia,2012,"Solar, wind and other sources",11
Asia,Central Asia,2013,Coal,81722
Asia,Central Asia,2013,Hydro,43603.23
Asia,Central Asia,2013,Natural gas,81521.4
Asia,Central Asia,2013,Oil,848
Asia,Central Asia,2013,"Solar, wind and other sources",28
Asia,Central Asia,2014,Biofuels and waste,1
Asia,Central Asia,2014,Coal,80056.4
Asia,Central Asia,2014,Hydro,43948.02
Asia,Central Asia,2014,Natural gas,87033.17
Asia,Central Asia,2014,Oil,1225.43
Asia,Central Asia,2014,"Solar, wind and other sources",111
Asia,Central Asia,2015,Biofuels and waste,3
Asia,Central Asia,2015,Coal,81427.33
Asia,Central Asia,2015,Hydro,44053.7
Asia,Central Asia,2015,Natural gas,89576.7
Asia,Central Asia,2015,Oil,1368.07
Asia,Central Asia,2015,"Solar, wind and other sources",251.003
Asia,Central Asia,2016,Biofuels and waste,4
Asia,Central Asia,2016,Coal,75527.78
Asia,Central Asia,2016,Hydro,46597.814
Asia,Central Asia,2016,Natural gas,93763.17
Asia,Central Asia,2016,Oil,2032.45
Asia,Central Asia,2016,"Solar, wind and other sources",411.3
Asia,Central Asia,2017,Biofuels and waste,2
Asia,Central Asia,2017,Coal,77289.09
Asia,Central Asia,2017,Hydro,50478.707
Asia,Central Asia,2017,Natural gas,90351.976
Asia,Central Asia,2017,Oil,1087.48
Asia,Central Asia,2017,"Solar, wind and other sources",500.7
Asia,Central Asia,2018,Biofuels and waste,1
Asia,Central Asia,2018,Coal,79408.6
Asia,Central Asia,2018,Hydro,48943.073
Asia,Central Asia,2018,Natural gas,97204.396
Asia,Central Asia,2018,Oil,1372.13
Asia,Central Asia,2018,"Solar, wind and other sources",812.2
Asia,Central Asia,2019,Biofuels and waste,3
Asia,Central Asia,2019,Coal,78535.826
Asia,Central Asia,2019,Hydro,49472.047
Asia,Central Asia,2019,Natural gas,98093.356
Asia,Central Asia,2019,Oil,551.4
Asia,Central Asia,2019,"Solar, wind and other sources",1554.59
Asia,Eastern Asia,1990,Biofuels and waste,8095
Asia,Eastern Asia,1990,Coal,640404.388889222
Asia,Eastern Asia,1990,Hydro,253910
Asia,Eastern Asia,1990,Natural gas,181271
Asia,Eastern Asia,1990,Nuclear,288025
Asia,Eastern Asia,1990,Oil,354268.611111111
Asia,Eastern Asia,1990,"Solar, wind and other sources",21336
Asia,Eastern Asia,1991,Biofuels and waste,8295
Asia,Eastern Asia,1991,Coal,710567.388888889
Asia,Eastern Asia,1991,Hydro,257661
Asia,Eastern Asia,1991,Natural gas,195008
Asia,Eastern Asia,1991,Nuclear,305060
Asia,Eastern Asia,1991,Oil,352572.611111111
Asia,Eastern Asia,1991,"Solar, wind and other sources",22052
Asia,Eastern Asia,1992,Biofuels and waste,8474
Asia,Eastern Asia,1992,Coal,795384.388888889
Asia,Eastern Asia,1992,Hydro,250800
Asia,Eastern Asia,1992,Natural gas,196546
Asia,Eastern Asia,1992,Nuclear,314134
Asia,Eastern Asia,1992,Oil,364934.611111111
Asia,Eastern Asia,1992,"Solar, wind and other sources",21872
Asia,Eastern Asia,1993,Biofuels and waste,8277
Asia,Eastern Asia,1993,Coal,869218.388888889
Asia,Eastern Asia,1993,Hydro,284878
Asia,Eastern Asia,1993,Natural gas,198356
Asia,Eastern Asia,1993,Nuclear,344248
Asia,Eastern Asia,1993,Oil,343971.611111111
Asia,Eastern Asia,1993,"Solar, wind and other sources",22036
Asia,Eastern Asia,1994,Biofuels and waste,9500
Asia,Eastern Asia,1994,Coal,964563.388888889
Asia,Eastern Asia,1994,Hydro,271522
Asia,Eastern Asia,1994,Natural gas,218919
Asia,Eastern Asia,1994,Nuclear,376692
Asia,Eastern Asia,1994,Oil,371975.611111111
Asia,Eastern Asia,1994,"Solar, wind and other sources",23642
Asia,Eastern Asia,1995,Biofuels and waste,10044
Asia,Eastern Asia,1995,Coal,1043225.55555556
Asia,Eastern Asia,1995,Hydro,311701
Asia,Eastern Asia,1995,Natural gas,224097.833333
Asia,Eastern Asia,1995,Nuclear,406432
Asia,Eastern Asia,1995,Oil,346282.611111111
Asia,Eastern Asia,1995,"Solar, wind and other sources",26258
Asia,Eastern Asia,1996,Biofuels and waste,10584
Asia,Eastern Asia,1996,Coal,1141816.5
Asia,Eastern Asia,1996,Hydro,304146
Asia,Eastern Asia,1996,Natural gas,253492.888889
Asia,Eastern Asia,1996,Nuclear,428212
Asia,Eastern Asia,1996,Oil,325562.611110778
Asia,Eastern Asia,1996,"Solar, wind and other sources",27325
Asia,Eastern Asia,1997,Biofuels and waste,11394
Asia,Eastern Asia,1997,Coal,1190961.38888867
Asia,Eastern Asia,1997,Hydro,322067
Asia,Eastern Asia,1997,Natural gas,279254
Asia,Eastern Asia,1997,Nuclear,446950
Asia,Eastern Asia,1997,Oil,317159.611111111
Asia,Eastern Asia,1997,"Solar, wind and other sources",26953
Asia,Eastern Asia,1998,Biofuels and waste,11591
Asia,Eastern Asia,1998,Coal,1238895.38888878
Asia,Eastern Asia,1998,Hydro,337494
Asia,Eastern Asia,1998,Natural gas,285664
Asia,Eastern Asia,1998,Nuclear,472956
Asia,Eastern Asia,1998,Oil,259354.611111111
Asia,Eastern Asia,1998,"Solar, wind and other sources",23272
Asia,Eastern Asia,1999,Biofuels and waste,12469
Asia,Eastern Asia,1999,Coal,1347898.38888889
Asia,Eastern Asia,1999,Hydro,324695
Asia,Eastern Asia,1999,Natural gas,308574
Asia,Eastern Asia,1999,Nuclear,473046
Asia,Eastern Asia,1999,Oil,257053.611111333
Asia,Eastern Asia,1999,"Solar, wind and other sources",23942
Asia,Eastern Asia,2000,Biofuels and waste,12624
Asia,Eastern Asia,2000,Coal,1509436.638889
Asia,Eastern Asia,2000,Hydro,343911
Asia,Eastern Asia,2000,Natural gas,319691
Asia,Eastern Asia,2000,Nuclear,486253
Asia,Eastern Asia,2000,Oil,258542.361111333
Asia,Eastern Asia,2000,"Solar, wind and other sources",23839
Asia,Eastern Asia,2001,Biofuels and waste,12756.6
Asia,Eastern Asia,2001,Coal,1606222.75000044
Asia,Eastern Asia,2001,Hydro,397045
Asia,Eastern Asia,2001,Natural gas,325691
Asia,Eastern Asia,2001,Nuclear,484949
Asia,Eastern Asia,2001,Oil,228222.65
Asia,Eastern Asia,2001,"Solar, wind and other sources",24401
Asia,Eastern Asia,2002,Biofuels and waste,14851
Asia,Eastern Asia,2002,Coal,1805641.66666689
Asia,Eastern Asia,2002,Hydro,402066
Asia,Eastern Asia,2002,Natural gas,342495.277777778
Asia,Eastern Asia,2002,Nuclear,478877
Asia,Eastern Asia,2002,Oil,240880.694444222
Asia,Eastern Asia,2002,"Solar, wind and other sources",27428
Asia,Eastern Asia,2003,Biofuels and waste,16218.4
Asia,Eastern Asia,2003,Coal,2071596.66666633
Asia,Eastern Asia,2003,Hydro,413336
Asia,Eastern Asia,2003,Natural gas,351780.222222222
Asia,Eastern Asia,2003,Nuclear,451919
Asia,Eastern Asia,2003,Oil,251481.822222556
Asia,Eastern Asia,2003,"Solar, wind and other sources",29507
Asia,Eastern Asia,2004,Biofuels and waste,18189.5555555556
Asia,Eastern Asia,2004,Coal,2292905.94444456
Asia,Eastern Asia,2004,Hydro,481627
Asia,Eastern Asia,2004,Natural gas,371232.777777778
Asia,Eastern Asia,2004,Nuclear,503116
Asia,Eastern Asia,2004,Oil,246381.777778889
Asia,Eastern Asia,2004,"Solar, wind and other sources",29950
Asia,Eastern Asia,2005,Biofuels and waste,21461.8333333333
Asia,Eastern Asia,2005,Coal,2583315.50000044
Asia,Eastern Asia,2005,Hydro,509598
Asia,Eastern Asia,2005,Natural gas,367647.722222222
Asia,Eastern Asia,2005,Nuclear,544594
Asia,Eastern Asia,2005,Oil,236708.833333
Asia,Eastern Asia,2005,"Solar, wind and other sources",30209
Asia,Eastern Asia,2006,Biofuels and waste,23002.7222222222
