,Region,Sub-region,Year,Biofuels and waste Exports,Biofuels and waste Final consumption,Biofuels and waste Imports,Biofuels and waste Primary production,Biofuels and waste Total energy supply,Biofuels and waste Transformation,Coal Exports,Coal Final consumption,Coal Imports,Coal Losses,Coal Primary production,Coal Total energy supply,Coal Transformation,Electricity and heat Exports,Electricity and heat Final consumption,Electricity and heat Imports,Electricity and heat Losses,Electricity and heat Primary production,Electricity and heat Total energy supply,Electricity and heat Transformation,Natural Gas Exports,Natural Gas Final consumption,Natural Gas Imports,Natural Gas Losses,Natural Gas Primary production,Natural Gas Total energy supply,Natural Gas Transformation,Oil Exports,Oil Final consumption,Oil Imports,Oil Primary production,Oil Total energy supply,Oil Transformation,Oil Losses,Nuclear Primary production,Nuclear Total energy supply,Nuclear Transformation,Biofuels and waste Losses
0,Africa,Northern Africa,1990,0.0,410520.516964575,22.8375,631931.195763565,631954.033263565,-221434.4298,-1842.0,43277.3,111912.71064,-2883.0,12616.7,119379.11064,-59724.4396,-1555.2,238248.0,1558.8,-36133.2,44233.2,44236.8,247752.0,-1155018.6,295558.2,46002.6,-4751.1,2276321.4,1167305.4,-343844.1,-6078185.3,1382385.6,474553.7,7492472.5,1840267.7,-400625.199999999,0.0,0.0,0.0,0.0,0.0
1,Africa,Northern Africa,1991,0.0,420721.630702865,9.135,645883.62660465,645892.76160465,-225172.0444,-1128.0,51430.2,105257.29236,-2612.0,13343.95,116322.94236,-56246.75236,-3330.0,259272.0,3312.0,-38257.2,40366.8,40348.8,278604.0,-1262444.4,333207.9,40975.2,-5995.8,2402574.3,1181105.1,-372606.3,-6372241.1,1419928.9,462490.6,7946311.6,1999954.8,-532856.000000001,0.0,0.0,0.0,0.0,0.0
2,Africa,Northern Africa,1992,-174.935,430950.44684666,2026.8967,656173.491137705,658025.452837705,-227067.2461,-930.6,50360.4,96569.5494,-2788.0,13930.2,104129.8494,-52268.2994,-4273.2,268308.0,4269.6,-36133.2,38548.8,38545.2,290386.8,-1323712.8,360553.5,48119.4,-5664.6,2371409.1,1095815.7,-386147.7,-6196773.7,1439970.4,507672.2,7686900.7,2004685.3,-518513.499999999,0.0,0.0,0.0,0.0,0.0
3,Africa,Northern Africa,1993,-91.45,436927.34847477,1505.62925,666605.743080475,668019.922330475,-231068.0711,-1103.4,53291.0,101702.54856,-3009.0,14727.8,114965.94856,-58050.1888,-4903.2,283957.2,4903.2,-42058.8,44226.0,44226.0,305330.4,-1293797.7,368779.5,46229.4,-7315.2,2455762.5,1208194.2,-436950.9,-5886415.5,1486083.4,528466.5,7533569.8,2188667.0,-595966.200000001,0.0,0.0,0.0,0.0,0.0
4,Africa,Northern Africa,1994,-867.3,466241.80649811,1481.8875,722889.597899055,723504.185399055,-257263.2924,-9362.4,56095.6,117953.91696,-2168.0,15806.5,127586.66696,-69678.98316,-4298.4,293061.6,4291.2,-43711.2,45806.4,45799.2,315532.8,-1175439.6,364915.8,66906.0,-7315.2,2392753.5,1284219.9,-479360.7,-5430304.3,1508334.7,536984.7,7516260.5,2154699.9,-612793.800000001,0.0,0.0,0.0,0.0,0.0
5,Africa,Northern Africa,1995,-1180.0,465350.542988235,1475.5785,726265.26828968,726560.84678968,-261210.3038,-13141.2,53171.8,110294.9292,-2202.0,15862.9,120792.6792,-86650.55052,-2275.2,301960.8,2282.4,-49327.2,47466.0,47473.2,329641.2,-1387578.6,374011.2,75155.4,-7315.2,2887295.4,1574872.2,-592084.8,-5479037.2,1561750.6,550585.7,7681056.9,2208924.8,-557165.699999999,0.0,0.0,0.0,0.0,0.0
6,Africa,Northern Africa,1996,-398.25,482470.347438825,69.074,743196.455040255,742867.279040255,-260367.4316,-11110.8,50443.6,141938.93448,-2065.0,12204.1,144972.73448,-85194.30844,-2520.0,323510.4,2516.4,-54205.2,53132.4,53128.8,340812.0,-1494192.87,375290.883,67449.726,-7315.2,3110999.211,1684256.067,-607272.984,-5687971.3,1513543.8,557066.8,7766620.8,2116137.5,-410650.4,-2270.4,0.0,0.0,0.0,0.0
7,Africa,Northern Africa,1997,-392.35,491031.014253825,69.9875,749337.320244225,749014.957744225,-257922.28849544,-11110.8,42421.9,140796.32448,-2577.0,9127.4,134117.52448,-92486.927,-1123.2,327949.2,1587.6,-60080.4,54511.2,54975.6,361501.2,-2007303.804,451666.773,46572.831,-7315.2,3399142.347,1438411.374,-626776.209,-5700341.8,1636766.0,598194.0,7885388.6,2417387.6,-647947.399999999,0.0,0.0,0.0,0.0,0.0
8,Africa,Northern Africa,1998,-209.45,499140.009116705,75.393,756084.846419575,755950.789419575,-256721.69030244,-7896.0,42462.2,151054.1904,-4354.0,6533.65,150861.7904,-112769.61956,-943.2,343328.4,3492.0,-64224.0,54644.4,57193.2,381373.2,-1897830.315,472147.488,49736.88,-8669.7,3604343.526,1756250.091,-657336.978,-5795567.2,1862004.3,862947.5,8064947.7,2638184.5,-534178.7,-4540.8,0.0,0.0,0.0,0.0
9,Africa,Northern Africa,1999,-383.5,504689.484645255,19.527,760202.225142565,759838.252142565,-255160.862500305,-11065.8,45444.7,149974.4268,-3977.0,4172.25,146570.8768,-100885.33348,-756.0,369496.8,7171.2,-73483.2,62902.8,69318.0,403858.8,-2151076.914,528298.803,65269.08,-8375.4,3834396.99,1748589.156,-749909.736,-6248068.5,1867978.6,902853.6,8401716.0,2505234.7,-445346.3,-13663.1,0.0,0.0,0.0,0.0
10,Africa,Northern Africa,2000,-129.8,524372.43557869,19.527,778858.991675585,778748.718675585,-255450.083104425,-15568.2,43173.233,179285.1996,-3910.0,2223.226,169825.7756,-127957.2132,-2026.8,397227.6,9813.6,-78199.2,59230.8,67017.6,435787.2,-2275524.774,576570.897,58880.88,-5979.6,3939526.98,1722883.086,-847088.901,-5955860.5,2002714.5,728025.4,8140546.0,2674078.5,-787312.200000001,-45040.1,0.0,0.0,0.0,0.0
11,Africa,Northern Africa,2001,-118.0,544234.98892962,0.0,838027.828431555,837909.828431555,-293970.753000945,-14370.6,48725.89,206541.32844,-4065.0,1001.492,197009.36444,-148674.0044,-2113.2,418125.6,7110.0,-83372.4,58719.6,63716.4,476139.6,-2059887.06,580798.485,53701.29,-13103.1,3844255.59,1838069.82,-892481.958,-6628135.0,1984751.9,728799.3,8607472.1,2453498.7,-466660.199999999,-5348.2,0.0,0.0,0.0,0.0
12,Africa,Northern Africa,2002,-118.0,551118.87740164,0.9135,864167.412996695,864050.326496695,-313373.035603865,-15280.2,48918.686,213706.62408,-5522.0,954.6,208068.68008,-159101.00624,-3780.0,461116.8,6613.2,-87418.8,64170.0,67003.2,513316.8,-2115240.12108,629940.85803,53572.5,-6762.60072,4148267.031,2086599.40992,-1016803.52991,-6569887.2,2039270.9,658079.5,8474357.9,2371358.3,-283693.500000001,-1326.0,0.0,0.0,0.0,0.0
13,Africa,Northern Africa,2003,-181.248,555724.363498045,0.9135,853697.939842735,853517.605342735,-298351.914846195,-15806.36076,40143.327,201120.906,-5526.0,944.96076,199851.906,-159264.05832,-4575.6,518205.6,6339.6,-90428.4,60019.2,61783.2,581457.6,-2189894.0385528,682549.739046,58704.3,-11515.5013572,4310643.4642224,2179453.7256696,-1092341.9692773,-7075995.9,2040658.52,663658.3,9326200.2,2674685.7,-499892.379999999,-1326.0,0.0,0.0,0.0,0.0
14,Africa,Northern Africa,2004,-290.7225,570979.291217345,0.9135,853620.67294447,853330.86394447,-282999.65922381,-15196.587,43810.764,227115.6462,-5674.0,842.787,207178.2462,-159956.933,-3949.2,548269.2,6829.2,-102747.6,59540.4,62420.4,621291.6,-2328522.30108,657168.02361,62501.4,-13997.70171,4430473.20234,2164452.30126,-1109431.7118,-7568488.8,2125056.58,761524.5,9769396.2,2817250.4,-452211.019999999,-486.2,0.0,0.0,0.0,0.0
15,Africa,Northern Africa,2005,-511.235,580503.589193975,0.9135,848175.76544032,847665.44394032,-268046.85474614,-15271.08984,42228.537,224416.7262,-5317.0,638.487,215057.52336,-169733.84372,-4903.2,612756.0,4975.2,-92736.0,60548.4,60620.4,670107.6,-2841184.26,789163.92,77410.26,-13384.8,5479652.88,2715878.88,-1247871.69,-7941187.5,2285533.76,919845.0,10098285.8,2909802.0,-604420.34,-839.8,0.0,0.0,0.0,0.0
16,Africa,Northern Africa,2006,-218.3,602638.41111628,0.9135,858896.99621772,858679.60971772,-257131.785099865,-14937.57084,48072.724,239001.03888,-4924.0,638.487,224758.35504,-173872.34956,-3906.0,660423.6,10386.0,-93538.8,61308.0,67788.0,719514.0,-3084129.9,916744.5,76912.2,-7400.7,5626760.4,2619542.7,-1332791.1,-7579222.1,2316612.8,1017832.2,9706201.4,2973136.2,-559767.1,-7465.7,0.0,0.0,0.0,0.0
17,Africa,Northern Africa,2007,-259.6,575335.7682538,0.27405,813290.141548275,813030.815598275,-237707.40329361,-14067.554,58800.095,243240.56244,-5731.0,638.487,232490.49544,-170104.27816,-4287.6,696585.6,14810.4,-104364.0,69458.4,79981.2,759830.4,-3056303.7,1054700.1,91061.1,-19654.2,5775502.5,2810259.9,-1378937.7,-7999513.8,2427264.1,1076971.1,10172612.4,3049464.6,-518286.199999999,-6471.9,0.0,0.0,0.0,0.0
18,Africa,Northern Africa,2008,-874.085,566261.120806,1.827,803373.389498615,802501.131498615,-236249.55369743,-13795.414,59106.283,229555.63508,-5723.0,638.487,220963.50808,-158385.97792,-5727.6,716918.4,17467.2,-130323.6,67154.4,78894.0,811080.0,-3107268.9,1026211.5,101918.7,-17442.9,5883534.0,2878183.8,-1467162.0,-7868741.9,2589368.94,1249936.9,10071757.6,3229859.2,-532848.2,-7783.2,0.0,0.0,0.0,0.0
19,Africa,Northern Africa,2009,-749.949,576502.150964345,2.8595,819086.426362655,818339.336862655,-241834.128906095,-12246.3,54296.777,197135.28256,-3349.0,1762.22412,193445.60668,-137873.90404,-6321.6,743871.6,19522.8,-145501.2,74412.0,87613.2,840128.4,-2929389.3,970131.6,92943.0,-8252.1,5731588.8,2895142.5,-1525102.2,-7260597.8,2802466.14,1426842.2,9544126.0,3485342.84,-614405.0,-8975.7,0.0,0.0,0.0,0.0
20,Africa,Northern Africa,2010,-752.666285,571589.11606266,11.952335,819816.002538255,819075.288588255,-247466.215521075,-13008.292,48129.7,224797.7714,-3692.0,970.50024,207309.57964,-158573.0474,-9619.2,805673.2,18136.8,-150469.2,99592.52,108110.12,892775.6,-2814014.7,969419.7,106033.5,-7121.7,5661819.9,2953838.7,-1557148.5,-7117207.3,2931349.48,1428264.106,9517296.8,3563009.346,-520604.440000001,-9905.4,0.0,0.0,0.0,0.0
21,Africa,Northern Africa,2011,-286.5105,562017.406050785,19.3175,813816.16455446,813548.97155446,-251566.403402545,-7892.06,17820.526,149430.337,-3174.2,229.86,158230.849,-141707.685,-11822.4,839910.2,21877.2,-153363.6,93233.8,103288.6,948019.0,-2252918.7,1213902.0,111861.9,-7268.4,5296522.5,3155465.7,-1752807.6,-4498680.6,2865681.206,1547756.134,6743836.8,3596102.45399999,-497460.050000001,-9462.9,0.0,0.0,0.0,0.0
22,Africa,Northern Africa,2012,-695.5475,419438.579251475,12.40291,527859.985551145,527176.840961145,-110185.344295905,-7238.924,12708.891,167340.305,-3378.2,536.34,158760.182,-142821.955,-9781.2,895792.0,25624.8,-162201.6,92891.44,108735.04,1030146.6,-2296921.5,1233672.3,145350.0,-25344.9,5486861.7,3335290.2,-1873762.2,-6023571.5,2865696.324,1853427.31,7891152.4,3431423.91,-523332.44,-7817.2,0.0,0.0,0.0,0.0
23,Africa,Northern Africa,2013,-1845.3395,419978.710055215,12.40291,531911.85437883,530078.91778883,-111122.164635,-2449.26,11495.842,152870.954,-2149.0,77.247,151213.653,-136949.499,-4424.4,903093.6,23284.8,-188816.4,105631.832,124492.232,1057794.4,-1953414.0,1447294.5,159702.3,-37979.1,5152602.6,3358890.9,-1828815.3,-5182011.7,2930913.012,2023123.892,6800991.64,3422688.262,-603361.84,-18576.5,0.0,0.0,0.0,0.0
24,Africa,Northern Africa,2014,-2205.8375,417404.72211793,0.0,531008.111420485,528802.273920485,-111399.5364,-3510.606,11227.673,207347.78,-1694.4,0.0,191910.908,-181751.568,-8496.0,950665.4,28591.2,-178034.4,108795.3988,128890.5988,1099667.92,-1822656.6,1022659.2,184030.2,-18916.2,4948984.8,3310358.4,-1873280.7,-3929870.34,3100288.35,2224558.36,5875221.47,3936861.17,-624179.229999999,-19183.1,0.0,0.0,0.0,0.0
25,Africa,Northern Africa,2015,-2576.2805,417931.98305019,24.5135,532435.08005187,529883.31305187,-111989.195,-2748.614,10100.052,202037.745,-1806.0,0.0,206859.181,-197801.299,-8888.4,994100.6,22762.8,-180946.8,108634.4504,122508.8504,1154971.2,-1801200.6,1333367.1,384534.9,-20498.4,4938246.0,3521580.3,-1990900.8,-3830409.95,3079158.45,2153769.06,5600697.96,3815615.52,-672113.679999999,-24435.6,0.0,0.0,0.0,0.0
26,Africa,Northern Africa,2016,-2191.48333,448807.833892848,20.85097,566189.622868571,564018.990508571,-115211.156619048,-1796.322,8796.613,207575.297,0.0,0.0,197113.253,-188393.437,-5940.0,1035226.2,23576.4,-186415.2,114141.4,131777.8,1185861.2,-2106506.9574,1598289.4422,490271.4,-21106.4589,5420391.3117,3804155.7543,-2109968.5428,-3766674.48,3224935.7,2189748.36,5479701.64,3807176.73,-477841.620000001,-22174.3,0.0,0.0,0.0,0.0
27,Africa,Northern Africa,2017,-652.164945,451069.135256765,41.50097,567605.54738108,566994.88340608,-116291.259144625,-4190.956,68096.212971,272685.74646,-2470.0,0.0,267639.330458,-197129.517487,-6686.64,1023319.6842,29890.08,-200297.646,119685.8306,142889.2706,1227232.23796,-2135517.3,1634642.3376,448201.6812,-42933.6,5782491.9414,4092577.1226,-2268118.0899,-4558495.4161,3191451.4315,2200812.214,6386835.5312,3904080.4477,-592248.8554,-24949.1,0.0,0.0,0.0,0.0
28,Africa,Northern Africa,2018,-669.382295,436879.488287375,76.716685,572203.80861525,571611.14300525,-134731.618177875,0.0,136224.562,390720.353648,-4012.0,0.0,374957.578181,-234664.616181,-6680.2176,1097515.8764,21477.8088,-185753.43,131419.1072,146216.6984,1262767.9848,-1995924.6,1643914.9107,377242.6239,-18999.0,5715364.347,4094821.1709,-2270085.0984,-4957658.6351,3227449.4819,1976338.1935,6815151.3845,3699222.6102,-448037.545699999,-27507.5,0.0,0.0,0.0,0.0
29,Africa,Northern Africa,2019,-665.787,434375.66995381,76.254,551988.084849625,551398.551849625,-117059.4219,-4565.42064,110975.161084,408412.384415,-4028.0,0.0,403779.29684,-288808.335756,-11221.5096,1087398.9644,10388.7252,-230098.464,151086.5362,150253.7518,1255119.1114,-1870917.4503,1543890.1077,185470.488,-24969.5379,6117869.7882,4431193.6644,-2484891.9351,-4902610.1853,3146961.9704,1903340.3195,7032884.384,3916303.4447,-457245.968500001,-29413.0,0.0,0.0,0.0,0.0
30,Africa,Sub-Saharan Africa,1990,-383.5,6093544.26595374,298.7145,6855858.40583552,6855773.62033552,-633441.339593337,-1175615.8386,733609.6235584,29033.633,-1305.44,4289707.78104,3143015.76644,-2599276.6800496,-12470.4,669273.8484,9952.56,-64224.1728,170766.61824,168248.77824,659223.91872,0.0,48519.0,0.0,-13500.0,222197.4,222197.4,-141772.5,-5631147.59999999,1342779.9322554,1478200.0430498,6088273.0,1721439.0226717,18712.9169999992,0.0,90720.0,90720.0,-90720.0,0.0
31,Africa,Sub-Saharan Africa,1991,-1386.5,6295903.16745763,12.789,6963434.51946036,6962060.80846036,-655365.520142923,-1117447.13716,684068.71672,20560.437,-5813.772,4368443.4556,3265661.43044,-2578706.807848,-14965.2,679672.7708,16052.04,-69686.2728,176867.63276,177954.47276,670858.59024,0.0,47186.1,0.0,-15300.0,254510.1,254510.1,-133704.0,-5881905.3,1439749.1088866,1511269.7967664,6328085.2680283,1787361.9909204,36401.0120999996,0.0,100440.0,100440.0,-100440.0,0.0
32,Africa,Sub-Saharan Africa,1992,-1875.60585,6515133.49277866,86.4816,7209196.01236446,7207406.88811446,-678988.798531941,-1223840.82532,634041.91044,23616.457,-20551.18,4279402.04,3079265.18768,-2259161.14496018,-19471.32,655986.13,18566.64,-75162.8376,180992.56264,180087.88264,671941.35216,0.0,48791.7,0.0,-16200.0,263037.6,263037.6,-134172.9,-6106432.4,1539488.4864184,1381145.2044408,6545847.6391661,1746546.4769339,-5490.12289999988,0.0,100310.4,100310.4,-100310.4,0.0
33,Africa,Sub-Saharan Africa,1993,-2182.41,6576053.43056521,9.75495,7301337.33999798,7299164.68494798,-708389.424272812,-1214389.27348,598817.9025136,24663.09,-15252.74,4596105.14472,3402174.88524,-2314251.45891517,-18424.08,675075.094,15629.4,-75001.9896,178221.11416,175426.43416,696062.81736,0.0,50353.2,0.0,-17100.0,286893.9,286893.9,-150424.2,-6231639.2,1439040.4737373,1467113.6629695,6604831.194841,1639366.2229474,-2374.18014899981,0.0,78354.0,78354.0,-78354.0,0.0
34,Africa,Sub-Saharan Africa,1994,-2648.215,7095525.39619206,257.3255,7942626.150303,7940235.260803,-834889.377761321,-1288611.01764,606529.7373872,24765.009,-20300.992,4780703.1346,3520342.45796,-2342216.03836199,-17305.2,675981.9044,19782.0,-82205.3664,178496.44172,180973.24172,727518.168,0.0,51792.3,0.0,-19459.8,281741.4,281741.4,-141393.6,-6427910.0,1510807.8833636,1554089.2862387,6687216.8783322,1586423.144234,-25006.0061120006,-380.7,104727.6,104727.6,-104727.6,0.0
35,Africa,Sub-Saharan Africa,1995,-2248.125695,7296720.73688747,322.0475,8179504.93463769,8177578.85644269,-870489.096977092,-1437919.63508,665774.7600704,35202.782,0.0,5103017.38384,3705603.46136,-2530460.03405736,-22918.32,714582.336,21772.44,-72798.5592,184514.11104,183368.23104,751556.20752,0.0,50200.2,0.0,-19074.6,283240.8,283240.8,-145133.1,-6666889.0567208,1664360.9613312,1664712.7812352,7034129.4041131,1774190.929233,-13274.4554837998,-338.4,122050.8,122050.8,-122050.8,0.0
36,Africa,Sub-Saharan Africa,1996,-3209.825695,7433176.34706574,318.479,8359007.00953774,8356115.66284274,-910954.626406836,-1447466.55412,690556.9481136,38014.253,0.0,5090554.16896,3750615.22516,-2617989.12585237,-31010.76,739883.262,27818.28,-87313.8168,194980.20888,191787.72888,789812.2818,0.0,57329.1,0.0,-19331.1,292014.0,292014.0,-145871.1,-7310221.7680424,1699882.4436855,1768146.3079402,7733008.7525654,1838041.638655,6858.43282960021,-380.7,127170.0,127170.0,-127170.0,0.0
37,Africa,Sub-Saharan Africa,1997,-3104.510695,7532291.56708659,350.7936,8479826.95400235,8477073.23690735,-951796.36532319,-1548073.80849949,716824.097068318,43325.786136131,0.0,5404800.4915672,3845440.01176384,-2698956.29525344,-40037.76,776127.0396,34853.04,-97393.2984,199498.503,194313.783,826928.1144,0.0,68278.5,0.0,0.0,303443.1,303443.1,-178959.6,-8083657.2257527,1739374.6096326,2086310.6989552,8322892.4969046,2004299.7503278,47736.623391599,-211.5,136587.6,136587.6,-136587.6,0.0
38,Africa,Sub-Saharan Africa,1998,-2786.205695,7717558.72492192,310.1486,8699291.7182728,8696815.6611778,-981196.540577307,-1476088.2710716,907400.2686586,68286.4552142,0.0,5469983.5778316,3770683.9695342,-2740130.09756611,-47323.8,790694.7888,44300.16,-103294.26,209816.56488,206792.92488,816204.66588,0.0,54614.12589,0.0,0.0,305886.947346,305886.947346,-191388.6014166,-7826460.8412579,1785790.5491614,2187670.8017028,8165437.9678873,1968886.0393536,-52961.0132646994,-2376.0,146890.8,146890.8,-146890.8,0.0
39,Africa,Sub-Saharan Africa,1999,-3154.10719846,7889432.29235008,325.32605,8906621.08318336,8903792.30203491,-1014496.4702501,-1590891.07818,644002.2194108,60482.9098858,0.0,5469850.938416,3895310.2391618,-2643070.95456512,-55038.24,795784.3788,62587.8,-107974.3536,223181.66784,230731.22784,817444.18836,-25308.0,77422.3143714,0.0,0.0,369404.814438,344096.814438,-211638.5998236,-7889083.3597739,1827199.5885471,2073680.4724512,7961658.7488305,1805521.33684449,129735.3265761,-3861.0,138639.6,138639.6,-138639.6,0.0
40,Africa,Sub-Saharan Africa,2000,-5804.12169846,8061367.78263783,309.75005,9078509.74695833,9073015.37530987,-1010823.91720365,-1673794.62272,651394.1178848,72743.576,0.0,5476510.6541344,3913471.4442144,-2744929.62920596,-61991.64,832809.472,54497.52,-107712.2592,238658.07532,231163.95532,840882.1648008,-185022.0,81929.3185764,0.0,0.0,554130.648324,369108.648324,-214839.0014913,-8278328.6028688,1863441.5901248,2258845.4936886,8234624.07244,1922482.9603093,20951.2044782003,-2425.5,140508.0,140508.0,-140508.0,0.0
41,Africa,Sub-Saharan Africa,2001,-6635.04819846,8220404.30818945,359.7361,9250804.99021195,9244529.67811349,-1025609.12620107,-1650617.85572,631263.69228,76311.63,0.0,5437288.0008608,3905323.9223808,-2824803.42754725,-75040.56,874964.3464,76444.92,-111460.2408,259229.23372,260633.59372,846694.8027612,-297198.0,73263.8427669,0.0,0.0,657046.2244329,359848.2244329,-225900.9000414,-8394096.6509788,1994649.0933386,2276217.3758281,8403648.41853,1960072.4629579,15459.3996492997,-13330.8,115765.2,115765.2,-115765.2,0.0
42,Africa,Sub-Saharan Africa,2002,-6443.85869846,8409929.69747443,300.7361,9485126.74297523,9478983.62037677,-1070999.02873713,-1654864.85672,691776.5167818,93598.7958,0.0,5357417.2976426,3773483.3316826,-2897396.48544093,-83563.2,925786.4028,83664.72,-112656.9744,273247.07116,273348.59116,892871.8492016,-268128.0,76314.6185391,0.0,0.0,639570.8822931,371442.8822931,-245546.10153,-8197178.8070488,2044309.7689087,2222187.604103,8141920.84685,1928362.2208745,51592.6497149001,-17582.4,129502.8,129502.8,-129502.8,0.0
43,Africa,Sub-Saharan Africa,2003,-7691.62478,8542753.67212952,256.874545,9643246.74079889,9635811.9905639,-1099669.84038596,-1708873.17608,742507.3195832,92116.1426,0.0,5779164.580524,4111333.245404,-3031677.94973092,-87406.2,987463.1248,87173.2548,-111756.1464,281377.3548,281144.4096,934421.7924004,-385766.1,193779.2259378,0.0,0.0,873421.6863267,487655.5863267,-200838.59901,-8816458.0123032,2121279.157135,2530214.2795151,8834234.5472918,2163685.6470517,-63583.2421644994,-18027.9,136760.4,136760.4,-136760.4,0.0
44,Africa,Sub-Saharan Africa,2004,-8717.26378,8743709.27305716,312.788195,9960268.01247317,9951863.53688817,-1213026.43907912,-1625678.43932,788109.8662358,99224.7372,0.0,5870708.127119,4398675.388919,-3685872.2944832,-97754.3748,1039786.1624,98015.2884,-122240.646,310826.5084,311087.422,980887.2180004,-494961.498,210163.7349,46970.1,0.0,1076850.087948,628858.689948,-311844.10563,-10115662.5608656,2169918.5257723,2686383.4446396,10013526.4936,2319447.86084479,-144833.0098243,-19134.1606,144342.0,144342.0,-144342.0,0.0
45,Africa,Sub-Saharan Africa,2005,-9167.39028,8993801.09419997,498.638195,10264087.9346779,10255419.1825929,-1266056.94264147,-1706786.8742,790964.1719688,109106.1652,0.0,5934803.449643,4337256.910883,-3627439.4492512,-106158.5748,1043138.306,107008.2756,-145872.8316,304254.27028,305103.97108,994221.2712016,-527219.703,192617.15634,40844.7,0.0,1130239.916532,643864.913532,-328400.24517,-10775355.027841,2200969.5706512,2491482.1556449,10708863.37894,2102251.6811642,-92768.3975018021,-32058.8844,121964.4,121964.4,-121964.4,0.0
46,Africa,Sub-Saharan Africa,2006,-10210.04566,9213682.0758632,514.138195,10560286.1581783,10550456.2507133,-1341729.9754133,-1642749.25972,797311.255156,118238.4078,0.0,5924031.821386,4397251.464466,-3666575.42931,-112093.0992,1080419.1232,115678.2024,-148855.0536,315344.17848,318929.28168,1033289.8824016,-663824.7,203235.55362,46981.8,0.0,1278491.844654,661648.944654,-328725.90018,-10829232.24012,2220453.9131363,2761998.0533651,10860539.86025,2451137.452772,-164009.290386999,-25395.5934,108280.8,108280.8,-108280.8,0.0
47,Africa,Sub-Saharan Africa,2007,-7903.63648,9290019.56166156,382.246695,10770740.866564,10763085.476779,-1468134.25731392,-1602398.2518,823462.134717,127612.5034,0.0,5990612.178317,4513188.528917,-3772217.242,-108593.604,1132500.1656,114222.7728,-149302.8,314154.13984,319783.30864,1076395.2104012,-963900.9,195005.25477,83448.0,-2513.7,1588986.401688,708533.501688,-364804.2,-11200803.0245252,2365960.1425876,3043759.2324223,10944912.0377,2550370.5518294,-88925.4530202999,-13023.5043,122223.6,122223.6,-122223.6,0.0
48,Africa,Sub-Saharan Africa,2008,-10416.78042,9517243.57288617,386.723695,11014357.7820114,11004247.3252864,-1494408.2460033,-1386623.6538,839679.261492,145902.4566,0.0,6024146.968892,4785861.628692,-4090004.296,-102147.444,1119245.1856,107447.9652,-155771.2872,326268.9772,331569.4984,1050260.868,-1071568.8,171088.3151334,94392.0,-2606.4,1668203.2151334,691026.4151334,-363882.6,-11017548.8320592,2576009.5565063,3063828.7224787,11123638.22593,2733609.9812603,-114521.7328814,-11284.3583,140443.2,140443.2,-140443.2,0.0
49,Africa,Sub-Saharan Africa,2009,-11359.27592,9774668.21525579,119.689845,11280133.4695996,11268867.0835246,-1500186.3042252,-1581264.252,975751.667456,88126.4246,0.0,5972981.492856,4480097.645456,-3878359.724,-110929.176,1094603.184,116377.0164,-166724.8884,340435.2868,345883.1272,1016419.3076,-794070.9,135971.1455256,86714.01,-2153.7,1319670.0455256,612313.1555256,-343404.9,-10953405.4690106,2589371.1010418,3254388.9853017,10884650.566,2921916.7577494,-364388.692391201,-7854.02,138304.8,138304.8,-138304.8,0.0
50,Africa,Sub-Saharan Africa,2010,-20050.347995,9999271.64641517,39.427845,11482914.2652946,11462956.9451446,-1464324.58753651,-1686379.117,632025.247683,87654.4888,0.0,6132472.633483,4534114.065283,-3353437.112,-112457.844,1155389.214,118139.742,-171273.6,369366.3324,375048.2304,1073330.9256,-1026753.3,178466.8442526,124292.34,-2172.6,1642601.2442526,740118.6842526,-407227.23,-11496527.2020213,2746884.5210679,3523796.8160669,11595268.804,3270219.8898821,-158102.0934741,-13179.8199,130669.2,130669.2,-130669.2,-472.0
51,Africa,Sub-Saharan Africa,2011,-21860.05212,10355551.716674,23.932975,11961875.2495876,11939985.5304426,-1580293.52117595,-1684819.5,586163.352569,103261.8546,-128.0,6074690.870369,4482154.984969,-3169646.245,-108996.228,1183846.6916,117530.8488,-170402.8392,376740.2212,385274.842,1089520.1416,-1097211.6,275900.25272742,143707.86,-1551.6,1855310.07272742,901054.83272742,-404693.55,-10850968.6200172,2928032.1893587,3831565.623463,11173327.735,3622558.73778269,-171699.164973225,-12409.947,145821.6,145821.6,-145821.6,-826.0
52,Africa,Sub-Saharan Africa,2012,-19867.77402,10535247.6657391,56.86732,12586163.4357574,12566352.5290574,-2029554.40931092,-1891414.045,683928.467373,108987.2506,-156.8,6368799.554973,4536877.639573,-3251670.653,-104194.152,1199213.4424,115316.712,-169640.8596,384763.614,395886.174,1090116.8476,-1188709.2,317573.85272742,144268.38,-1862.1,1991471.97272742,946546.05272742,-431068.05,-11282334.4200061,3081791.27844302,3673913.39209081,11374353.567,3430490.25463483,-99804.1929748248,-13639.912,129103.2,129103.2,-129103.2,-560.5
53,Africa,Sub-Saharan Africa,2013,-13750.542161,10815764.3030508,153.095935,12831584.1094032,12818013.4631772,-1998268.74226793,-1912547.946673,738241.15849,145035.026,-152.0,6369725.024353,4542276.51768,-3490580.235,-100941.5592,1221059.9328,116599.6188,-174467.484,409391.2928,425049.3524,1098880.618,-1097882.1,340246.50962742,140541.012,0.0,1927416.63272742,970075.54472742,-447592.14,-10799783.7070089,3400334.41497069,3928758.36561335,10886860.078,3586431.75329867,-68186.2915990003,-19409.5967611336,152344.8,152344.8,-152344.8,-2065.0
