,Region,Sub-region,Year,Biofuels and waste Exports,Biofuels and waste Final consumption,Biofuels and waste Imports,Biofuels and waste Primary production,Biofuels and waste Total energy supply,Biofuels and waste Transformation,Coal Exports,Coal Final consumption,Coal Imports,Coal Losses,Coal Primary production,Coal Total energy supply,Coal Transformation,Electricity and heat Exports,Electricity and heat Final consumption,Electricity and heat Imports,Electricity and heat Losses,Electricity and heat Primary production,Electricity and heat Total energy supply,Electricity and heat Transformation,Natural Gas Exports,Natural Gas Final consumption,Natural Gas Imports,Natural Gas Losses,Natural Gas Primary production,Natural Gas Total energy supply,Natural Gas Transformation,Oil Exports,Oil Final consumption,Oil Imports,Oil Primary production,Oil Total energy supply,Oil Transformation,Oil Losses,Nuclear Primary production,Nuclear Total energy supply,Nuclear Transformation,Biofuels and waste Losses
106,Americas,Northern America,2006,-16583.12500244,2922654.91674788,67369.85000075,3825803.68099885,3865790.00599716,-943107.689249015,-1900699.2065116,1498546.0455575,1484691.9491143,0.0,25624342.424013,24335483.2611526,-22390881.9981271,-233892.0,15648468.4228,234468.0,-1107535.352,3124557.04,3125133.04,15122319.6564,-4209970.5,14310425.7,4403297.7,-204029.1,24558975.0,24350843.7,-7069046.4,-7628504.7032596,38901757.5382966,32550872.3073935,19957563.644,42449722.4947678,-495728.345205994,0.0,9872917.2,9872917.2,-9872917.2,0.0
107,Americas,Northern America,2007,-49913.32500071,3046098.60479715,71991.15500302,3959467.28099737,3975541.91099967,-929393.30619737,-2197674.2083964,1464907.1219504,1382098.6797614,0.0,25348945.8109643,24518933.6435357,-22816864.4541617,-252230.4,16056425.848,253918.8,-1104070.124,3072678.12,3074366.52,15434250.9948,-4506355.8,15093750.6,4923928.8,-12407.4,25149051.9,26040058.2,-7699013.1,-8045030.754,38702000.73317,32037544.10318,20102108.893,42039202.15088,-528256.053043996,-89.45518,10045252.8,10045252.8,-10045252.8,0.0
108,Americas,Northern America,2008,-101035.70000008,3154834.43879744,103967.26999824,4108533.08099923,4099002.65099738,-944155.01220407,-2775034.7124934,1393367.9746932,1429421.5987569,0.0,25688556.3072004,24105546.4292307,-22552062.555547,-288792.0,15928566.652,291178.8,-1034967.532,3186904.02,3189290.82,15355867.1864,-4485773.7,15333114.6,4405086.0,-6882.3,25687174.5,25866048.6,-7507588.5,-8983894.35,36652979.12321,31123126.65584,19806147.483,39612798.51976,-212998.328334,-98.2494,10085299.2,10085299.2,-10085299.2,0.0
109,Americas,Northern America,2009,-53355.08500445,3134718.71249773,44749.67500085,4073688.68099816,4053416.87099456,-922180.95850061,-2143224.443104,1096020.8748273,877552.283159,0.0,23507385.4134876,21307455.2662442,-19794864.6750925,-252597.6,15217631.5854,253328.4,-1096128.1171,3307176.1242,3307906.9242,14495583.318,-4325461.2,14581113.3,4358460.6,-7609.5,25691620.5,25641704.7,-7712844.3,-9272196.3,34820656.42933,28301886.80462,20709624.411,37533255.52639,-317424.069036011,-45.148,9939250.8,9939250.8,-9939250.8,0.0
110,Americas,Northern America,2010,-57586.69500417,3236100.36442344,28888.791396505,4327506.18099605,4294690.67738838,-990146.71297756,-2808924.473,1248409.147186,806495.795186,0.0,23677535.608,22028794.367186,-20872659.771,-228096.0,15746174.5781,230029.2,-1094188.452,3330112.98,3332046.18,15145249.6432,-4408859.7,15233771.7,4423267.8,-64787.4,26134556.4,26451077.4,-8296785.9,-10029979.461,36092508.607968,28410152.509378,21446698.72,37687534.592308,572816.011485997,-112.89238,10039561.2,10039561.2,-10039561.2,0.0
111,Americas,Northern America,2011,-134046.610000405,3368134.78689825,54953.636600425,4469514.78100202,4384060.60760204,-1009201.4207049,-3402396.829,1164911.362342,606668.175342,0.0,23868508.327,21012264.898342,-19570072.431,-239076.0,15757077.18366,240678.0,-1091610.4135,3751918.268,3753520.268,14738150.4008,-4667402.7,15444886.5,4462506.0,-105113.7,27708480.0,27262697.4,-8555796.9,-11505761.845,34530120.592539,27347384.600639,22334620.782,36587654.649629,-828640.570644014,-86.93322,9881935.2,9881935.2,-9881935.2,0.0
112,Americas,Northern America,2012,-105471.96999752,3337054.05624967,92653.55190317,4370590.2810002,4349749.86290585,-1008475.80664832,-3869877.225,1044388.22831,520864.99811,0.0,22144657.77,18703983.73111,-17227613.6525,-251496.0,15546195.31862,252666.0,-1121804.3284,3721557.348,3722727.348,14566140.1428,-4631311.8,14926347.0,4136194.8,-18932.4,28826969.4,28411864.2,-10367805.6,-12440173.257,34094263.5916866,25487231.4554666,25040279.701,36290027.0016466,-1070916.871413,-100.46354,9676702.8,9676702.8,-9676702.8,0.0
113,Americas,Northern America,2013,-108767.780004235,3598638.53755735,151227.737372335,4612598.38669804,4653871.94406615,-1050850.69000099,-3717795.492,1044658.3210704,446342.4250704,0.0,21461684.257,18982430.2370704,-17706909.244,-266731.2,15717174.426,291776.4,-1067425.918,3897401.564,3922446.764,14499906.8828,-4404108.6,16199259.3,3727470.6,-17797.5,29120067.9,29064463.2,-9493266.6,-13576376.301,34511993.825056,23325614.905456,27920454.428,36245510.181866,-890705.950300002,-136.66978,9994784.4,9994784.4,-9994784.4,0.0
114,Americas,Northern America,2014,-116668.219999205,3695015.07601113,99053.691362305,4802812.75650327,4777914.62786637,-1079169.09000139,-3156828.435,1035501.46894,501406.82694,0.0,21733269.903,19031230.47794,-17691707.527,-258188.4,15823120.9972,285548.4,-1076521.54,3961541.204,3988901.204,14533432.922,-4206569.4,16783572.6,3375615.6,0.0,31142340.0,29989117.8,-9502906.5,-15465609.117,34653761.728086,22134456.523856,31888508.291,36386150.088577,-1256329.883801,-78.74748,10128931.2,10128931.2,-10128931.2,0.0
115,Americas,Northern America,2015,-114742.584996445,3659574.94451424,130525.47291526,4711133.54659719,4702756.034516,-1038189.29000231,-2550492.028,908649.5939288,482793.6179288,0.0,19352181.792,16524898.5889288,-15497123.179,-278593.2,15774582.6708,304185.6,-1089614.566,4020113.896,4045706.296,14373352.7456,-4453297.2,16118070.3,3326462.1,0.0,32481962.1,30644771.4,-11019176.1,-16831188.477,35440707.688124,22885688.484274,33756655.18,37317383.589295,-883573.938600986,-85.03497,10066647.6,10066647.6,-10066647.6,0.0
116,Americas,Northern America,2016,-159898.71499998,3673115.25562894,170869.27462621,4650486.98599882,4643514.34562505,-971875.089997215,-2240238.727,848535.8568768,415982.9268768,0.0,15811955.804,15062049.0038768,-14259587.225,-285541.2,15915817.5144,295268.4,-1024035.348,4284638.876,4294366.076,14211944.0592,-5180058.9,16218315.9,3697920.0,-29471.4,32721334.2,31670923.5,-11238543.0,-18029343.746,35615706.960962,24164428.074162,32792713.609,36877904.035483,-818928.594900997,-101.241,10166547.6,10166547.6,-10166547.6,0.0
117,Americas,Northern America,2017,-178269.64059778,3666119.85163271,143550.24883388,4671602.0758,4633775.7320361,-968482.686598625,-3123263.762,829954.800136,398516.166136,0.0,16921714.384,14663693.015136,-13899136.896,-293078.8908,15739903.3376,272120.1012,-996110.117,4608557.0236,4587598.234,13691991.618,-6121201.5,16606367.1,3839550.3,-157052.7,33562148.4,31619387.7,-10517056.2,-20549357.495211,35751319.81166,24002838.637132,35054299.529,37238234.176449,-1096269.90898002,-72.8472,10153731.942,10153731.942,-10153731.942,0.0
118,Americas,Northern America,2018,-210852.0722,3868566.16311321,106272.930118,5012470.3389956,4894737.8533136,-1019809.75599668,-3624742.015,812013.6955728,360333.0715728,0.0,16674049.872,14076141.8955728,-13243607.254,-270739.7712,16373253.566,257240.1672,-940729.087,4741200.4564,4727700.8524,14232049.2322,-6364656.0,18150726.6,3612780.6966,-335610.9,36400339.611,33943517.6175,-11980728.2592,-23628619.897454,36512011.05423,23669425.391805,39774037.1973,37826290.636932,-975665.910221994,-71.6,10174243.95,10174243.95,-10174243.95,0.0
119,Americas,Northern America,2019,-193998.8538,3848028.0394993,129133.4448993,4927172.725,4863765.8456993,-1006222.5482,-3158798.383,750856.814539,394684.451539,0.0,15690053.8484,12129967.536939,-11276964.784,-289504.9152,16104261.6478,260591.2596,-1056670.946,4783425.1998,4754511.5442,13895497.936,-7294436.2593,18224268.8985,3575074.4856,-218385.9,40118175.9,35972958.447,-12772998.7902,-25762834.44778,36446991.55466,21936412.39721,43234625.7296,37408945.08612,-966058.297825008,-73.75,10200892.194,10200892.194,-10200892.194,0.0
120,Asia,Central Asia,1992,0.0,54851.143062,1.475,54850.75350048,54852.22850048,0.0,-815558.0561904,815680.3391984,227794.0278856,0.0,2455103.4642816,1866298.8989464,-1050897.275024,-162252.0,1241408.2,191210.4,-63676.8,137804.4,166762.8,1160444.2,-1852031.7,1353513.6,673344.9,-10617.3,3578441.4,2375619.3,-872692.2,-737487.8,1284047.75,1152003.7,1378079.0,1748163.05,-435941.74,0.0,0.0,0.0,0.0,0.0
121,Asia,Central Asia,1993,-0.6604,53468.1438355,2.065,53468.043497505,53469.448097505,0.0,-642543.204616,697622.7714784,156259.08782,0.0,2160258.5602216,1673974.4434256,-976351.6719472,-120481.2,1144915.2,121244.4,-67705.2,148302.0,149065.2,1086008.4,-2266562.7,1349717.4,620064.9,-10165.5,4000149.0,2353651.2,-862967.7,-750466.1,982073.5,846093.4,1258267.7,1325984.2,-328652.5293,0.0,0.0,0.0,0.0,0.0
122,Asia,Central Asia,1994,-1.475,53415.7338065,3.54,53414.82849591,53416.89349591,0.0,-492096.2451864,550402.9848528,66414.1140616,0.0,2010956.8697256,1585274.7386008,-1033369.583548,-98420.4,977041.8,123991.2,-69051.6,161114.4,186685.2,925443.0,-1002165.3,1346010.3,325981.8,-9623.7,2950146.0,2273962.5,-777159.9,-440030.2,747912.15,304532.4,1296246.4,1126362.75,-358284.44915,0.0,0.0,0.0,0.0,0.0
123,Asia,Central Asia,1995,-1.475,53478.733722,3.54,53477.90850276,53479.97350276,0.0,-393624.4398776,517224.2280128,56973.8913168,-337.042,1608482.2676024,1272240.2121704,-754092.972408,-82868.4,894255.6,95025.6,-74052.0,144853.2,157010.4,877083.6,-1028038.5,1431797.4,417573.0,-43942.5,3078999.9,2386114.2,-760103.1,-572381.8,678827.7,163457.2,1356877.0,905037.799999999,-221257.53525,-3443.4,0.0,0.0,0.0,0.0
124,Asia,Central Asia,1996,-1.827,53271.143497735,21.572,53252.668497735,53272.413497735,0.0,-392793.1907488,457556.6077528,59347.0241872,-2145.5191656,1483452.080256,1157601.6667864,-697384.801468,-86734.8,847018.2,98020.8,-73782.0,147387.6,158673.6,820921.8,-1203275.7,1349866.8,403351.2,-75010.5,3088134.9,2270615.4,-686546.1,-767979.7,626593.45,107301.8,1485606.8,795733.55,-241603.9226,-3500.9,0.0,0.0,0.0,0.0
125,Asia,Central Asia,1997,0.0,53258.143497735,6.956,53252.668497735,53259.624497735,0.0,-469210.4936088,391612.3490968,53064.558832,-558.9601472,1392127.0237416,973816.513259201,-581595.8542152,-81234.0,754826.6,83275.2,-68569.2,132940.8,134982.0,744127.4,-620387.1,1344049.2,250116.3,-60795.9,2613076.2,2248193.7,-693305.1,-959816.1,611186.6,175942.3,1676937.0,884046.6,-209749.7008,-3749.0,0.0,0.0,0.0,0.0
126,Asia,Central Asia,1998,0.0,53364.883497735,325.975,53042.94129393,53368.91629393,0.0,-435665.3119384,373540.3098776,56504.4130088,-555.0331288,1359515.2728808,980354.3739512,-606184.1829448,-74754.0,767672.2,86317.2,-71409.6,129589.2,141152.4,762682.6,-353317.5,1500994.8,214350.3,-67333.5,2589480.9,2450513.7,-723854.7,-1008730.0,674191.05,165692.5,1761082.1,881904.65,-174502.49285,-3923.9,0.0,0.0,0.0,0.0
127,Asia,Central Asia,1999,-2.065,53342.398997735,324.795,53017.716297735,53340.446297735,0.0,-318183.7417336,322308.3882144,54482.6569112,-3500.4467288,1154709.14088,923402.728996,-597513.8156528,-66387.6,754904.4,69145.2,-69195.6,141800.4,144558.0,722043.6,-673317.9,1621329.3,216017.1,-69208.2,3022964.1,2565663.3,-704260.8,-1229858.4,624817.3,104271.8,1962116.1,816091.1,-175222.6648,-3756.6,0.0,0.0,0.0,0.0
128,Asia,Central Asia,2000,-118.755,55160.613617735,335.88755,54943.556997735,55160.689547735,-0.0942,-640584.8203704,182358.5024584,59272.219828,-3646.2805464,1473845.2434856,902711.5697384,-747787.5202416,-74491.2,750268.4,81597.6,-122672.6,147621.6,154728.0,764069.8,-1560583.80153,1581127.19973,251221.50171,-68509.79982,3930998.83191,2621636.53209,-744975.9,-1449433.5,622155.82,126087.2,2158791.3,809570.2,-160039.73,-3585.5,0.0,0.0,0.0,0.0
129,Asia,Central Asia,2001,-118.755,56231.260927735,335.88755,56014.178997735,56231.311547735,-0.03235,-586339.0608808,244665.9633888,48695.3560648,-9518.6447584,1507229.64853288,958698.35906968,-691129.383828,-78436.8,762374.2,81381.6,-121888.6,146444.4,149389.2,782152.4,-1702696.50126,1592755.19964,251055.90171,-69594.30117,4026764.7,2575124.10045,-775281.6,-1635293.8,672801.64,186352.0,2373871.1,899780.0,-189656.11,-3456.7,0.0,0.0,0.0,0.0
130,Asia,Central Asia,2002,-0.9135,54124.019377735,338.831,53786.152497735,54124.069997735,-0.03235,-504886.3167984,175456.2704104,80555.2350624,-13220.956636,1411191.58627984,990651.03229744,-816259.426004,-70102.8,819826.7,72136.8,-123232.2,147708.0,149742.0,842312.9,-1969677.89982,1697752.79937,365976.00027,-73423.8,4201647.75,2597945.85045,-791564.4,-2018972.8,662818.4,201289.2,2732440.0,883263.3,-184983.749999999,-3329.8,0.0,0.0,0.0,0.0
131,Asia,Central Asia,2003,0.0,52487.027377735,337.004,52150.073997735,52487.077997735,-0.03235,-608253.1645248,222954.439408,87895.8594968,-14196.8395008,1600008.04211904,1061859.08350064,-874217.4767344,-86526.0,842770.5,70862.4,-114750.6,165960.0,150296.4,884351.1,-2121370.20162,1722538.80153,397582.20117,-70354.79946,4517972.55135,2794184.5509,-787194.9,-2248063.0,701480.24,189568.1,2977670.5,886542.9,-137377.85,-3932.0,0.0,0.0,0.0,0.0
132,Asia,Central Asia,2004,-0.059,52760.816557735,342.25787,52418.642997735,52760.841867735,-0.06185,-455531.912,292445.6978616,64350.5724984,-25544.268,1651030.03633424,1245381.32483264,-915695.7521024,-101570.4,852326.1,78116.4,-119077.4,171010.8,147556.8,901387.1,-2378052.9,1748862.89982,500911.2,-68796.0,4896873.09,3019731.39,-813979.8,-2513746.6,750946.879999999,271492.3,3305183.6,1024030.15,-223656.770000002,-3940.1,0.0,0.0,0.0,0.0
133,Asia,Central Asia,2005,-0.059,52803.899695,379.4705,52424.513505,52803.925005,-0.06185,-457987.4771656,335636.6641336,58587.2927744,-39883.241,1655135.44065216,1262626.17926096,-864793.9007752,-85359.6,879201.6,73720.8,-121407.6,171774.0,160135.2,920991.6,-2567320.2,1808796.6,478343.7,-67640.4,5158855.53,3069879.03,-853086.6,-2647117.6,698048.97,277202.5,3297821.56,872780.9,-121724.530000001,-7253.6,0.0,0.0,0.0,0.0
134,Asia,Central Asia,2006,-0.739935,51543.194900695,358.97427,51184.985875695,51543.220210695,-0.06185,-535863.835,208919.8853912,49320.6318912,-34642.634,1832418.5665428,1350112.443434,-1076454.18626,-85071.6,919301.8,74944.8,-117807.6,174668.4,164541.6,957826.6,-2540803.5,1874678.4,436836.59964,-69361.2,5307647.67,3203680.76964,-893888.1,-2816892.2,758024.5,396669.9,3399178.32,922217.55,-97374.7299999989,-7893.0,0.0,0.0,0.0,0.0
135,Asia,Central Asia,2007,0.0,51374.224710695,361.23052,51013.019500695,51374.250020695,-0.06185,-489337.779,351901.4828288,50911.8583504,-41128.168,1860857.02328448,1438339.86163488,-1018192.17626,-85845.6,877365.4,68378.4,-119938.2,159926.4,142459.2,977598.6,-2561123.70099,2089767.59793,272674.79838,-73321.20108,5691786.83955,3403337.93694,-864060.3,-2858187.32,862491.3639,501263.68,3514053.18,1108024.84,-94452.6060999981,-3301.1,0.0,0.0,0.0,0.0
136,Asia,Central Asia,2008,-0.411075,51373.114075695,360.999655,51044.886995695,51405.475575695,0.0,-615480.544,655326.0575112,57080.2499864,-21315.756,2104977.1937592,1546473.9217456,-934882.7192344,-75056.4,891598.6,70671.6,-122861.4,161287.2,156902.4,976604.4,-2401472.7,1798001.1,260763.3,-111226.5,5948330.1021,3802807.5021,-862633.8,-3005606.7,868401.7765,325105.96,3687124.43,982049.39,-92892.9034999999,-35995.0,0.0,0.0,0.0,0.0
137,Asia,Central Asia,2009,-0.413,53213.09857049,349.0145,52878.260070695,53226.861570695,-13.363,-531998.289,614033.555928,48316.0036448,-21043.841,1920328.7649536,1432191.0985984,-837622.7056704,-78505.2,803820.6,64735.2,-110640.8,152550.0,138780.0,972591.4,-1420635.6,1339374.6,93917.7,-97549.2,4658470.0038,3341673.7038,-940836.6,-3403718.7,780648.45,420666.84,3883380.785,856520.875000001,-58693.9047999997,-28509.3,0.0,0.0,0.0,0.0
138,Asia,Central Asia,2010,0.0,53067.435320695,336.2705,52745.12282484,53081.39332484,-13.363,-577011.82,662035.7652,47359.852,-37209.311,2098141.7561,1532692.8311,-881859.928,-65985.12,852407.6,53948.16,-111083.2,166971.6,154934.64,996945.0,-1528537.5,1389521.7,138872.7,-96965.1,4909729.9734,3519576.4734,-928658.7,-3180351.3,1033026.63,400629.9,4015718.4454,1134050.0954,-61391.2203,-32703.7,0.0,0.0,0.0,0.0
139,Asia,Central Asia,2011,-0.27405,54296.42549729,340.135,53969.24849564,54309.10944564,-13.363,-564849.788,713460.4642,43525.098,-63155.187,2204221.9992,1674098.2842,-927392.375,-71334.0,904131.8,58505.4,-113145.64,174466.8,161638.2,1029017.0,-2080989.0,1591135.2,175536.9,-104048.1,5797290.7359,3909308.5359,-973782.0,-3401451.6,903266.62,323151.14,4057859.5701,1011454.2101,-56533.0786999997,-28706.0,0.0,0.0,0.0,0.0
140,Asia,Central Asia,2012,-13.26955,53631.35799592,458.8407,53198.65349554,53644.22464554,-13.363,-599195.533,736087.1548,55650.499,-70454.647,2290729.1648,1694420.3638,-955904.243,-74530.8,920133.6,61441.2,-116562.6,179859.6,166770.0,1064469.0,-2254577.4,1643139.0,171183.6,-108299.7,5916503.9511,3796271.3511,-1050067.8,-3464578.5,879615.24,457493.92,4026716.63,966258.949999999,-58618.9672999999,-33457.8,0.0,0.0,0.0,0.0
141,Asia,Central Asia,2013,-1294.0915,53767.121994075,517.45,54559.55348802,53782.91198802,-13.245,-623627.8457946,669201.786214,55204.501709,-71466.3374,2286619.73678,1702727.8883944,-1034637.002,-30877.0848756,877141.6431,8813.1491208,-116435.8,157072.428,135008.4922452,1094323.2401,-2621949.43842,1470002.4,194543.5039875,-92687.4,6009134.2146,3537900.9801675,-1108127.7,-3478260.1786,1066397.05,553605.8404502,4164355.3743,1198074.6861502,-56040.2981999999,-32630.3,0.0,0.0,0.0,0.0
142,Asia,Central Asia,2014,-1449.65,53320.10043952,695.4165,54113.988494835,53359.754994835,-31.245,-570128.0205524,593962.08357566,72635.703136,-10532.7375,2084645.29868,1580076.6951636,-969007.3696654,-53208.72,968060.655032,30541.32,-114602.656916,158612.472,135945.072,1144482.512,-2898470.25,1361902.23,525765.6,-61592.76675,5881907.97,3510327.69,-1035478.26,-3327512.31625,937002.37308,258177.1320104,4118514.7036,966945.229360401,-65269.7846764001,-27091.18,0.0,0.0,0.0,0.0
143,Asia,Central Asia,2015,-1090.65,53301.2399959,464.5165,53991.618497155,53365.484997155,-55.245,-562502.2629,621675.113797,69075.829405,-9560.9261,2093787.78788,1573123.629085,-845516.542822,-47550.6,962667.483433,28548.0,-98744.708516,159496.9308,140494.3308,1175964.552,-2830453.92,1310151.6,319478.4,-56426.70744,6108599.79,3552451.83,-1070359.38,-3161430.1,1025010.3206,231833.964321334,4067837.4633,1089455.33262133,-72974.3538281001,-17388.25,0.0,0.0,0.0,0.0
144,Asia,Central Asia,2016,-1546.45,53109.3474959,464.8115,54376.418493695,53294.779993695,-71.245,-489739.281,640759.7169,53371.826949,-31327.4171,2033256.8131,1633197.393149,-889786.00216,-51021.72,930359.531434,25308.0,-101486.437821,169232.8104,143519.0904,1108976.6292,-2696907.15,1331497.62,312248.97,-64511.25579,6097645.26,3698400.51,-1113770.52,-2992636.35,1072396.6984,234960.8316226,3960257.1471,1176414.7367226,-62913.5148280996,-9071.32,0.0,0.0,0.0,0.0
145,Asia,Central Asia,2017,-1850.25,53195.35100215,1553.0015,53546.0660066,53248.8175066,-45.245,-554107.71656,750959.969041,58910.817041,-314.7516,2223599.93798,1771928.839361,-1007651.5696682,-68809.32,913669.199312,30176.64,-109374.087898,183525.8652,144893.1852,1102321.6128,-2874125.2563,1342364.76,285389.91,-69244.74846,6335083.44,3724436.7837,-1098497.3337,-3301927.38,1102503.95336,236792.8541401,4282662.7401,1182974.6142401,-63115.3347651005,-17481.43,0.0,0.0,0.0,0.0
146,Asia,Central Asia,2018,-2735.0,53962.35925301,3389.79499852,53540.320687065,54361.342123085,-100.520002985,-520449.26841275,536077.0618453,74346.416155166,-14401.151554,2183356.6288,1765132.59604242,-1073963.92444568,-52451.29395,1021378.84796,15670.9787508,-112599.011033,179118.9828,142338.6676008,1164878.2484,-3455736.0903,1416323.79,361835.1,-62513.1621,6384812.5341,3330903.4038,-1243568.9637,-3370531.3373,1068342.24066253,254658.513247624,4439581.5678,1244016.35989762,-97868.6995398994,-12505.91,0.0,0.0,0.0,0.0
147,Asia,Central Asia,2019,-2634.534,54067.2527085,3239.5835,53738.347372,54432.0067085,-112.8,-475766.1257,472924.32339179,72592.904466014,-5472.61312,2030481.73326,1618378.74981381,-1036976.5464508,-40077.684,975602.1348,21111.2244,-117649.6,183695.8932,164729.4336,1124486.73509,-3393626.3127,1562432.49,597952.8,-49620.409335,6227518.14,3472990.6473,-1271220.5673,-3350483.824,1027206.5264,187419.1420759,4442957.2075,1248706.6370759,-73169.8388159001,-7216.5365,0.0,0.0,0.0,0.0
148,Asia,Eastern Asia,1990,-124.9,2879358.45828071,3215.000001035,3005289.43827307,3008379.53827411,-131494.827008225,-482557.9340316,16275849.4885323,4545868.1184489,-871754.0122,24850583.137599,28002962.8232033,-10875698.0811729,-6793.2,6246115.0,8085.6,-365315.0,993019.0,994311.4,5975707.6,0.0,1002605.4,1915198.2,-11212.2,660595.5,2556627.3,-1379439.9,-1694155.3,13913235.5307,15532621.104103,5880502.995935,18746761.707976,-3426447.0545,-709.5,3110670.0,3110670.0,-3110670.0,0.0
149,Asia,Eastern Asia,1991,-61.95,2855370.38695133,3491.699997845,2983064.97669947,2986494.72669732,-133470.38249207,-558317.642736,16525705.1350358,4812432.746094,-1003122.9192,24964174.862516,28951018.83837,-11718044.0598837,-11955.6,6246820.0,11836.8,-390733.0,995235.0,995116.2,6399168.6,0.0,1080099.0,2075904.9,-10862.1,680488.2,2742622.2,-1480201.2,-1966980.7,14657705.2195,16003462.40901,6001727.684321,19269846.598711,-3409861.43325,-283.8,3294648.0,3294648.0,-3294648.0,0.0
150,Asia,Eastern Asia,1992,-867.17635,2812161.43064256,4673.83759895,2940103.98939483,2943910.65064378,-134162.581000085,-655518.392292,16417588.2438262,4839620.7216641,-934782.4952,25336787.50192,29417765.6483721,-12523836.4990598,-17866.8,6988608.8,18705.6,-419190.0,977660.6,978499.4,6857993.2,0.0,1107001.8,2162088.0,-8759.7,665466.3,2818830.6,-1494841.5,-2168110.1,15575752.3149,17878955.225159,6048402.421368,20705401.093495,-3581895.01475,-331.1,3392647.2,3392647.2,-3392647.2,0.0
151,Asia,Eastern Asia,1993,-1302.9147,2707553.06651546,5578.080897565,2832308.62981475,2836583.79601231,-131779.2130033,-617803.735408,16465206.47058,5153470.8366345,-999408.4512,25929102.1432,30812713.0873785,-13536943.9420124,-16621.2,7062994.2,18961.2,-470670.6,1084132.8,1086472.8,7347157.6,0.0,1206657.9,2272409.1,-6082.2,767713.5,3013789.5,-1518995.7,-2224834.2,16540489.6686,18905496.672525,6178096.03471,21485371.571799,-3265612.96964999,-473.0,3717878.4,3717878.4,-3717878.4,0.0
152,Asia,Eastern Asia,1994,-890.2678,2601782.3397975,5349.92670121,2746524.68188955,2750984.34079075,-151904.1819969,-745556.349056,16468834.0691244,5415681.5161962,-1069947.9152,27760244.35534,32608490.1844362,-14920308.1298836,-20376.0,7775956.8,37638.0,-474533.6,1049212.0,1066474.0,8180354.2,0.0,1268573.4,2479454.1,-11304.0,878252.4,3360325.5,-1695483.0,-2078481.1,17030703.9202,19771340.982913,6212616.852228,22319042.755009,-3686013.4646,-473.0,4068273.6,4068273.6,-4068273.6,0.0
153,Asia,Eastern Asia,1995,-1144.1735,2547970.792606,5479.51414573,2734690.67495202,2739026.01559775,-193359.710999605,-985874.987772,17592858.6928864,5733042.3059548,-292.6152,30403570.616748,34837492.6454828,-16466985.5398989,-27039.6,8064291.26564,31485.6,-532007.78108,1226542.0,1230988.0,8437026.76156,-907.2,1389911.4,2615689.8,-11641.5,894549.6,3498002.1,-1722833.1,-2446979.3,18169290.9397,20699419.361541,6380062.879252,23390596.769037,-3608221.0553,-709.5,4389465.6,4389465.6,-4389465.6,0.0
154,Asia,Eastern Asia,1996,-1191.39685,2535434.98983598,4701.13569545,2708460.95898035,2711970.6978258,-178808.077998475,-940621.075292,17292296.3731608,5826074.1419257,-240.6152,30974210.354468,35932775.7230657,-17672486.9482194,-15278.4,8523519.71936,30456.0,-546987.87276,1216699.0,1231876.6,8968262.05828,-57534.3,1510362.9,2936197.8,-22439.7,986429.7,3833681.4,-1921745.7,-2810329.6,19047669.68125,21856896.380395,6687186.189464,24388102.656533,-3523433.67110001,-662.2,4624689.6,4624689.6,-4624689.6,0.0
155,Asia,Eastern Asia,1997,-1606.45525,2512350.46199539,5707.266501695,2713923.6312547,2718024.4425064,-207276.744005505,-1066595.76476,15866074.688363,6216686.5269304,-616.9228,30931893.652724,35681428.5114264,-17812164.5631825,-28101.6,8781582.00448,30546.0,-564911.1502,1276929.6,1279374.0,9303002.25208,-89835.3,1606176.9,3190399.2,-21946.5,1015514.1,4083359.4,-2140839.0,-3404225.4,19727776.692,23286572.034061,6850766.070166,25246646.703059,-3492852.6065,-804.1,4827060.0,4827060.0,-4827060.0,0.0
156,Asia,Eastern Asia,1998,-1541.6515,2499206.96850796,5613.980623735,2704440.29889276,2708512.62801649,-211738.65951108,-1149515.401732,15618144.2523737,6064262.2701761,-937.9228,28646766.183904,33690049.0452441,-18639452.5457965,-28227.6,9020766.72392,29952.0,-569589.63996,1323700.6,1325425.0,9472397.70696,-84278.7,1682379.9,3223836.0,-23473.8,1126047.6,4258040.4,-2191768.2,-3328006.0,19578027.594,22079723.070155,6856068.910017,24361781.619117,-3015061.16725,-614.9,5107924.8,5107924.8,-5107924.8,0.0
157,Asia,Eastern Asia,1999,-1282.02128,2465466.25662703,6606.05052188,2680003.87786818,2685327.90711005,-222066.650503425,-1224961.441528,13843842.678528,6361260.2301982,-6522.9228,29925848.165308,35581388.8812542,-19954133.474552,-35218.8,9417381.36932,37760.4,-591629.92492,1280639.2,1283180.8,10034338.66688,-92934.9,1864779.3,3484364.4,-25423.2,1208713.5,4596690.6,-2349967.5,-2767491.084,20751199.558,22741300.855048,6814114.79274,25448420.719996,-2957906.681,-756.8,5108896.8,5108896.8,-5108896.8,0.0
158,Asia,Eastern Asia,2000,-2615.237035,2434208.71363489,7931.504535805,2652817.52912894,2658133.79662975,-226262.08300367,-1769993.511508,14698451.9729964,7107080.9136906,-5044.9228,30461799.387784,36698418.6679266,-20969116.380442,-39812.4,10685248.4152,43650.0,-628488.79912,1340965.6,1344803.2,10924134.99272,-84013.2,2052151.2,3674578.5,-28843.2,1298698.2,4872426.3,-2454894.0,-2905853.932,21155912.81,24720936.302693,6950972.182428,26297772.868635,-3096464.21199999,-946.0,5251532.4,5251532.4,-5251532.4,0.0
